"Bowler","Season","Batting_Team","Bowling_Team","Runs","Wickets","Balls","Striker","Stadium","Average","Economy"
"Stuart Binny",2012,"Punjab Kings","Rajasthan Royals",8,1,6,"All","All",8,8
"Stuart Binny",2013,"Chennai Super Kings","Rajasthan Royals",37,1,30,"All","All",37,7.4
"Stuart Binny",2013,"Delhi Capitals","Rajasthan Royals",14,1,18,"All","All",14,4.66666666666667
"Stuart Binny",2013,"Kolkata Knight Riders","Rajasthan Royals",8,0,6,"All","All",Inf,8
"Stuart Binny",2013,"Mumbai Indians","Rajasthan Royals",36,3,30,"All","All",12,7.2
"Stuart Binny",2013,"Pune Warriors","Rajasthan Royals",19,0,12,"All","All",Inf,9.5
"Stuart Binny",2013,"Punjab Kings","Rajasthan Royals",4,0,6,"All","All",Inf,4
"Stuart Binny",2013,"Royal Challengers Bangalore","Rajasthan Royals",8,0,6,"All","All",Inf,8
"Stuart Binny",2013,"Sunrisers Hyderabad","Rajasthan Royals",36,1,36,"All","All",36,6
"Stuart Binny",2014,"Chennai Super Kings","Rajasthan Royals",10,1,6,"All","All",10,10
"Stuart Binny",2014,"Delhi Capitals","Rajasthan Royals",23,1,18,"All","All",23,7.66666666666667
"Stuart Binny",2014,"Kolkata Knight Riders","Rajasthan Royals",7,0,6,"All","All",Inf,7
"Stuart Binny",2014,"Mumbai Indians","Rajasthan Royals",12,0,6,"All","All",Inf,12
"Stuart Binny",2014,"Punjab Kings","Rajasthan Royals",4,0,6,"All","All",Inf,4
"Stuart Binny",2014,"Royal Challengers Bangalore","Rajasthan Royals",1,1,6,"All","All",1,1
"Stuart Binny",2014,"Sunrisers Hyderabad","Rajasthan Royals",7,0,6,"All","All",Inf,7
"Stuart Binny",2015,"Chennai Super Kings","Rajasthan Royals",5,0,6,"All","All",Inf,5
"Stuart Binny",2015,"Delhi Capitals","Rajasthan Royals",27,2,12,"All","All",13.5,13.5
"Stuart Binny",2015,"Kolkata Knight Riders","Rajasthan Royals",10,0,6,"All","All",Inf,10
"Stuart Binny",2015,"Mumbai Indians","Rajasthan Royals",25,2,24,"All","All",12.5,6.25
"Stuart Binny",2015,"Punjab Kings","Rajasthan Royals",28,0,24,"All","All",Inf,7
"Stuart Binny",2015,"Royal Challengers Bangalore","Rajasthan Royals",33,1,30,"All","All",33,6.6
"Stuart Binny",2015,"Sunrisers Hyderabad","Rajasthan Royals",12,0,12,"All","All",Inf,6
"Stuart Binny",2016,"Delhi Capitals","Royal Challengers Bangalore",15,0,12,"All","All",Inf,7.5
"Stuart Binny",2016,"Gujarat Lions","Royal Challengers Bangalore",17,0,18,"All","All",Inf,5.66666666666667
"Stuart Binny",2016,"Kolkata Knight Riders","Royal Challengers Bangalore",25,1,18,"All","All",25,8.33333333333333
"Stuart Binny",2016,"Mumbai Indians","Royal Challengers Bangalore",10,0,12,"All","All",Inf,5
"Stuart Binny",2016,"Punjab Kings","Royal Challengers Bangalore",27,0,18,"All","All",Inf,9
"Stuart Binny",2016,"Rising Pune Supergiants","Royal Challengers Bangalore",40,0,24,"All","All",Inf,10
"Stuart Binny",2017,"Kolkata Knight Riders","Royal Challengers Bangalore",9,1,6,"All","All",9,9
"Stuart Binny",2017,"Mumbai Indians","Royal Challengers Bangalore",14,1,12,"All","All",14,7
"Stuart Binny",2017,"Rising Pune Supergiants","Royal Challengers Bangalore",17,1,12,"All","All",17,8.5
"Stuart Binny",2017,"Sunrisers Hyderabad","Royal Challengers Bangalore",10,1,6,"All","All",10,10
"Stuart Binny",2018,"Chennai Super Kings","Rajasthan Royals",33,0,12,"All","All",Inf,16.5
"Stuart Binny",2019,"Delhi Capitals","Rajasthan Royals",9,0,12,"All","All",Inf,4.5
"Stuart Binny",2019,"Mumbai Indians","Rajasthan Royals",19,1,18,"All","All",19,6.33333333333333
"Stuart Binny",2019,"Royal Challengers Bangalore","Rajasthan Royals",6,0,6,"All","All",Inf,6
"Stuart Binny",2019,"Sunrisers Hyderabad","Rajasthan Royals",10,0,6,"All","All",Inf,10
"Sudeep Tyagi",2009,"Deccan Chargers","Chennai Super Kings",9,1,12,"All","All",9,4.5
"Sudeep Tyagi",2009,"Delhi Capitals","Chennai Super Kings",18,2,18,"All","All",9,6
"Sudeep Tyagi",2009,"Kolkata Knight Riders","Chennai Super Kings",29,0,18,"All","All",Inf,9.66666666666667
"Sudeep Tyagi",2009,"Mumbai Indians","Chennai Super Kings",29,1,18,"All","All",29,9.66666666666667
"Sudeep Tyagi",2009,"Punjab Kings","Chennai Super Kings",10,0,12,"All","All",Inf,5
"Sudeep Tyagi",2009,"Rajasthan Royals","Chennai Super Kings",20,0,24,"All","All",Inf,5
"Sudeep Tyagi",2009,"Royal Challengers Bangalore","Chennai Super Kings",21,1,12,"All","All",21,10.5
"Sudeep Tyagi",2010,"Deccan Chargers","Chennai Super Kings",51,0,17,"All","All",Inf,18
"Sudeep Tyagi",2010,"Mumbai Indians","Chennai Super Kings",20,1,18,"All","All",20,6.66666666666667
"Sudeep Tyagi",2010,"Punjab Kings","Chennai Super Kings",24,0,12,"All","All",Inf,12
"Sudeep Tyagi",2010,"Rajasthan Royals","Chennai Super Kings",45,0,24,"All","All",Inf,11.25
"Sudeep Tyagi",2010,"Royal Challengers Bangalore","Chennai Super Kings",19,0,24,"All","All",Inf,4.75
"Sudhesan Midhun",2019,"Kolkata Knight Riders","Rajasthan Royals",27,0,12,"All","All",Inf,13.5
"Sumit Narwal",2010,"Chennai Super Kings","Rajasthan Royals",90,0,30,"All","All",Inf,18
"Sumit Narwal",2010,"Deccan Chargers","Rajasthan Royals",35,2,24,"All","All",17.5,8.75
"Sumit Narwal",2010,"Delhi Capitals","Rajasthan Royals",36,3,24,"All","All",12,9
"Sumit Narwal",2010,"Royal Challengers Bangalore","Rajasthan Royals",24,0,16,"All","All",Inf,9
"Sumit Narwal",2013,"Rajasthan Royals","Kolkata Knight Riders",17,0,12,"All","All",Inf,8.5
"Sunil Joshi",2008,"Delhi Capitals","Royal Challengers Bangalore",19,0,6,"All","All",Inf,19
"Sunil Joshi",2008,"Kolkata Knight Riders","Royal Challengers Bangalore",26,0,18,"All","All",Inf,8.66666666666667
"Sunil Joshi",2008,"Mumbai Indians","Royal Challengers Bangalore",10,0,12,"All","All",Inf,5
"Sunil Joshi",2008,"Rajasthan Royals","Royal Challengers Bangalore",27,1,19,"All","All",27,8.52631578947368
"Sunil Narine",2012,"Chennai Super Kings","Kolkata Knight Riders",75,3,72,"All","All",25,6.25
"Sunil Narine",2012,"Deccan Chargers","Kolkata Knight Riders",26,2,24,"All","All",13,6.5
"Sunil Narine",2012,"Delhi Capitals","Kolkata Knight Riders",47,4,48,"All","All",11.75,5.875
"Sunil Narine",2012,"Mumbai Indians","Kolkata Knight Riders",43,4,43,"All","All",10.75,6
"Sunil Narine",2012,"Pune Warriors","Kolkata Knight Riders",28,2,48,"All","All",14,3.5
"Sunil Narine",2012,"Punjab Kings","Kolkata Knight Riders",43,7,48,"All","All",6.14285714285714,5.375
"Sunil Narine",2012,"Rajasthan Royals","Kolkata Knight Riders",51,1,48,"All","All",51,6.375
"Sunil Narine",2012,"Royal Challengers Bangalore","Kolkata Knight Riders",11,1,24,"All","All",11,2.75
"Sunil Narine",2013,"Chennai Super Kings","Kolkata Knight Riders",55,2,48,"All","All",27.5,6.875
"Sunil Narine",2013,"Delhi Capitals","Kolkata Knight Riders",27,4,48,"All","All",6.75,3.375
"Sunil Narine",2013,"Mumbai Indians","Kolkata Knight Riders",46,3,48,"All","All",15.3333333333333,5.75
"Sunil Narine",2013,"Pune Warriors","Kolkata Knight Riders",38,2,48,"All","All",19,4.75
"Sunil Narine",2013,"Punjab Kings","Kolkata Knight Riders",55,3,48,"All","All",18.3333333333333,6.875
"Sunil Narine",2013,"Rajasthan Royals","Kolkata Knight Riders",48,3,48,"All","All",16,6
"Sunil Narine",2013,"Royal Challengers Bangalore","Kolkata Knight Riders",39,4,48,"All","All",9.75,4.875
"Sunil Narine",2013,"Sunrisers Hyderabad","Kolkata Knight Riders",42,1,48,"All","All",42,5.25
"Sunil Narine",2014,"Chennai Super Kings","Kolkata Knight Riders",50,1,48,"All","All",50,6.25
"Sunil Narine",2014,"Delhi Capitals","Kolkata Knight Riders",56,2,48,"All","All",28,7
"Sunil Narine",2014,"Mumbai Indians","Kolkata Knight Riders",38,5,48,"All","All",7.6,4.75
"Sunil Narine",2014,"Punjab Kings","Kolkata Knight Riders",130,5,96,"All","All",26,8.125
"Sunil Narine",2014,"Rajasthan Royals","Kolkata Knight Riders",56,2,48,"All","All",28,7
"Sunil Narine",2014,"Royal Challengers Bangalore","Kolkata Knight Riders",37,5,48,"All","All",7.4,4.625
"Sunil Narine",2014,"Sunrisers Hyderabad","Kolkata Knight Riders",40,1,48,"All","All",40,5
"Sunil Narine",2015,"Delhi Capitals","Kolkata Knight Riders",68,1,48,"All","All",68,8.5
"Sunil Narine",2015,"Mumbai Indians","Kolkata Knight Riders",66,1,48,"All","All",66,8.25
"Sunil Narine",2015,"Punjab Kings","Kolkata Knight Riders",36,5,48,"All","All",7.2,4.5
"Sunil Narine",2015,"Royal Challengers Bangalore","Kolkata Knight Riders",26,0,24,"All","All",Inf,6.5
"Sunil Narine",2015,"Sunrisers Hyderabad","Kolkata Knight Riders",38,0,24,"All","All",Inf,9.5
"Sunil Narine",2016,"Delhi Capitals","Kolkata Knight Riders",22,1,18,"All","All",22,7.33333333333333
"Sunil Narine",2016,"Gujarat Lions","Kolkata Knight Riders",30,1,24,"All","All",30,7.5
"Sunil Narine",2016,"Mumbai Indians","Kolkata Knight Riders",22,2,24,"All","All",11,5.5
"Sunil Narine",2016,"Punjab Kings","Kolkata Knight Riders",22,2,24,"All","All",11,5.5
"Sunil Narine",2016,"Rising Pune Supergiants","Kolkata Knight Riders",42,1,46,"All","All",42,5.47826086956522
"Sunil Narine",2016,"Royal Challengers Bangalore","Kolkata Knight Riders",79,1,48,"All","All",79,9.875
"Sunil Narine",2016,"Sunrisers Hyderabad","Kolkata Knight Riders",87,3,72,"All","All",29,7.25
"Sunil Narine",2017,"Delhi Capitals","Kolkata Knight Riders",45,2,48,"All","All",22.5,5.625
"Sunil Narine",2017,"Gujarat Lions","Kolkata Knight Riders",75,0,48,"All","All",Inf,9.375
"Sunil Narine",2017,"Mumbai Indians","Kolkata Knight Riders",80,1,72,"All","All",80,6.66666666666667
"Sunil Narine",2017,"Punjab Kings","Kolkata Knight Riders",46,2,48,"All","All",23,5.75
"Sunil Narine",2017,"Rising Pune Supergiants","Kolkata Knight Riders",62,2,48,"All","All",31,7.75
"Sunil Narine",2017,"Royal Challengers Bangalore","Kolkata Knight Riders",29,2,24,"All","All",14.5,7.25
"Sunil Narine",2017,"Sunrisers Hyderabad","Kolkata Knight Riders",75,1,66,"All","All",75,6.81818181818182
"Sunil Narine",2018,"Chennai Super Kings","Kolkata Knight Riders",37,3,48,"All","All",12.3333333333333,4.625
"Sunil Narine",2018,"Delhi Capitals","Kolkata Knight Riders",53,3,36,"All","All",17.6666666666667,8.83333333333333
"Sunil Narine",2018,"Mumbai Indians","Kolkata Knight Riders",62,3,48,"All","All",20.6666666666667,7.75
"Sunil Narine",2018,"Punjab Kings","Kolkata Knight Riders",67,2,42,"All","All",33.5,9.57142857142857
"Sunil Narine",2018,"Rajasthan Royals","Kolkata Knight Riders",116,1,72,"All","All",116,9.66666666666667
"Sunil Narine",2018,"Royal Challengers Bangalore","Kolkata Knight Riders",68,1,48,"All","All",68,8.5
"Sunil Narine",2018,"Sunrisers Hyderabad","Kolkata Knight Riders",64,4,72,"All","All",16,5.33333333333333
"Sunil Narine",2019,"Chennai Super Kings","Kolkata Knight Riders",43,4,44,"All","All",10.75,5.86363636363636
"Sunil Narine",2019,"Mumbai Indians","Kolkata Knight Riders",77,2,48,"All","All",38.5,9.625
"Sunil Narine",2019,"Punjab Kings","Kolkata Knight Riders",55,0,36,"All","All",Inf,9.16666666666667
"Sunil Narine",2019,"Rajasthan Royals","Kolkata Knight Riders",47,2,48,"All","All",23.5,5.875
"Sunil Narine",2019,"Royal Challengers Bangalore","Kolkata Knight Riders",62,2,48,"All","All",31,7.75
"Sunil Narine",2019,"Sunrisers Hyderabad","Kolkata Knight Riders",63,0,42,"All","All",Inf,9
"Sunil Narine",2020,"Chennai Super Kings","Kolkata Knight Riders",54,1,48,"All","All",54,6.75
"Sunil Narine",2020,"Delhi Capitals","Kolkata Knight Riders",63,0,36,"All","All",Inf,10.5
"Sunil Narine",2020,"Mumbai Indians","Kolkata Knight Riders",22,1,24,"All","All",22,5.5
"Sunil Narine",2020,"Punjab Kings","Kolkata Knight Riders",55,2,48,"All","All",27.5,6.875
"Sunil Narine",2020,"Rajasthan Royals","Kolkata Knight Riders",77,1,48,"All","All",77,9.625
"Sunil Narine",2020,"Sunrisers Hyderabad","Kolkata Knight Riders",31,0,24,"All","All",Inf,7.75
"Sunil Narine",2021,"Chennai Super Kings","Kolkata Knight Riders",101,6,72,"All","All",16.8333333333333,8.41666666666667
"Sunil Narine",2021,"Delhi Capitals","Kolkata Knight Riders",81,2,72,"All","All",40.5,6.75
"Sunil Narine",2021,"Mumbai Indians","Kolkata Knight Riders",20,1,24,"All","All",20,5
"Sunil Narine",2021,"Punjab Kings","Kolkata Knight Riders",56,3,48,"All","All",18.6666666666667,7
"Sunil Narine",2021,"Rajasthan Royals","Kolkata Knight Riders",50,0,48,"All","All",Inf,6.25
"Sunil Narine",2021,"Royal Challengers Bangalore","Kolkata Knight Riders",41,4,48,"All","All",10.25,5.125
"Sunil Narine",2021,"Sunrisers Hyderabad","Kolkata Knight Riders",12,0,24,"All","All",Inf,3
"Sunil Narine",2022,"Chennai Super Kings","Kolkata Knight Riders",15,0,24,"All","All",Inf,3.75
"Sunil Narine",2022,"Delhi Capitals","Kolkata Knight Riders",40,3,48,"All","All",13.3333333333333,5
"Sunil Narine",2022,"Gujarat Titans","Kolkata Knight Riders",31,0,24,"All","All",Inf,7.75
"Sunil Narine",2022,"Lucknow Super Giants","Kolkata Knight Riders",47,1,48,"All","All",47,5.875
"Sunil Narine",2022,"Mumbai Indians","Kolkata Knight Riders",47,0,48,"All","All",Inf,5.875
"Sunil Narine",2022,"Punjab Kings","Kolkata Knight Riders",23,1,24,"All","All",23,5.75
"Sunil Narine",2022,"Rajasthan Royals","Kolkata Knight Riders",40,2,48,"All","All",20,5
"Sunil Narine",2022,"Royal Challengers Bangalore","Kolkata Knight Riders",12,1,24,"All","All",12,3
"Sunil Narine",2022,"Sunrisers Hyderabad","Kolkata Knight Riders",57,1,48,"All","All",57,7.125
"Sunny Gupta",2012,"Chennai Super Kings","Delhi Capitals",47,0,18,"All","All",Inf,15.6666666666667
"Suraj Randiv",2011,"Deccan Chargers","Chennai Super Kings",34,0,24,"All","All",Inf,8.5
"Suraj Randiv",2011,"Kolkata Knight Riders","Chennai Super Kings",47,1,36,"All","All",47,7.83333333333333
"Suraj Randiv",2011,"Mumbai Indians","Chennai Super Kings",31,1,18,"All","All",31,10.3333333333333
"Suraj Randiv",2011,"Pune Warriors","Chennai Super Kings",23,0,24,"All","All",Inf,5.75
"Suraj Randiv",2011,"Punjab Kings","Chennai Super Kings",32,1,24,"All","All",32,8
"Suraj Randiv",2011,"Rajasthan Royals","Chennai Super Kings",32,1,24,"All","All",32,8
"Suraj Randiv",2011,"Royal Challengers Bangalore","Chennai Super Kings",24,2,24,"All","All",12,6
"Suresh Raina",2008,"Rajasthan Royals","Chennai Super Kings",30,1,20,"All","All",30,9
"Suresh Raina",2009,"Deccan Chargers","Chennai Super Kings",30,3,34,"All","All",10,5.29411764705882
"Suresh Raina",2009,"Delhi Capitals","Chennai Super Kings",7,0,6,"All","All",Inf,7
"Suresh Raina",2009,"Kolkata Knight Riders","Chennai Super Kings",25,0,18,"All","All",Inf,8.33333333333333
"Suresh Raina",2009,"Mumbai Indians","Chennai Super Kings",22,1,24,"All","All",22,5.5
"Suresh Raina",2009,"Punjab Kings","Chennai Super Kings",25,2,36,"All","All",12.5,4.16666666666667
"Suresh Raina",2009,"Rajasthan Royals","Chennai Super Kings",32,1,30,"All","All",32,6.4
"Suresh Raina",2009,"Royal Challengers Bangalore","Chennai Super Kings",23,0,18,"All","All",Inf,7.66666666666667
"Suresh Raina",2010,"Deccan Chargers","Chennai Super Kings",25,2,21,"All","All",12.5,7.14285714285714
"Suresh Raina",2010,"Delhi Capitals","Chennai Super Kings",27,0,24,"All","All",Inf,6.75
"Suresh Raina",2010,"Kolkata Knight Riders","Chennai Super Kings",24,1,18,"All","All",24,8
"Suresh Raina",2010,"Mumbai Indians","Chennai Super Kings",33,2,27,"All","All",16.5,7.33333333333333
"Suresh Raina",2010,"Punjab Kings","Chennai Super Kings",46,1,35,"All","All",46,7.88571428571429
"Suresh Raina",2010,"Rajasthan Royals","Chennai Super Kings",23,0,18,"All","All",Inf,7.66666666666667
"Suresh Raina",2011,"Delhi Capitals","Chennai Super Kings",16,0,24,"All","All",Inf,4
"Suresh Raina",2011,"Kochi Tuskers Kerala","Chennai Super Kings",26,0,24,"All","All",Inf,6.5
"Suresh Raina",2011,"Kolkata Knight Riders","Chennai Super Kings",3,1,6,"All","All",3,3
"Suresh Raina",2011,"Mumbai Indians","Chennai Super Kings",22,0,12,"All","All",Inf,11
"Suresh Raina",2011,"Pune Warriors","Chennai Super Kings",27,0,30,"All","All",Inf,5.4
"Suresh Raina",2011,"Punjab Kings","Chennai Super Kings",12,0,6,"All","All",Inf,12
"Suresh Raina",2011,"Rajasthan Royals","Chennai Super Kings",0,2,3,"All","All",0,0
"Suresh Raina",2011,"Royal Challengers Bangalore","Chennai Super Kings",95,1,60,"All","All",95,9.5
"Suresh Raina",2012,"Deccan Chargers","Chennai Super Kings",15,2,18,"All","All",7.5,5
"Suresh Raina",2012,"Kolkata Knight Riders","Chennai Super Kings",39,0,30,"All","All",Inf,7.8
"Suresh Raina",2012,"Pune Warriors","Chennai Super Kings",22,0,24,"All","All",Inf,5.5
"Suresh Raina",2012,"Punjab Kings","Chennai Super Kings",8,0,6,"All","All",Inf,8
"Suresh Raina",2012,"Royal Challengers Bangalore","Chennai Super Kings",21,0,6,"All","All",Inf,21
"Suresh Raina",2013,"Punjab Kings","Chennai Super Kings",19,0,6,"All","All",Inf,19
"Suresh Raina",2013,"Sunrisers Hyderabad","Chennai Super Kings",4,1,6,"All","All",4,4
"Suresh Raina",2014,"Kolkata Knight Riders","Chennai Super Kings",19,0,12,"All","All",Inf,9.5
"Suresh Raina",2014,"Mumbai Indians","Chennai Super Kings",45,0,24,"All","All",Inf,11.25
"Suresh Raina",2014,"Rajasthan Royals","Chennai Super Kings",6,0,12,"All","All",Inf,3
"Suresh Raina",2014,"Royal Challengers Bangalore","Chennai Super Kings",47,0,48,"All","All",Inf,5.875
"Suresh Raina",2014,"Sunrisers Hyderabad","Chennai Super Kings",17,1,12,"All","All",17,8.5
"Suresh Raina",2015,"Delhi Capitals","Chennai Super Kings",8,0,6,"All","All",Inf,8
"Suresh Raina",2015,"Kolkata Knight Riders","Chennai Super Kings",12,0,18,"All","All",Inf,4
"Suresh Raina",2015,"Punjab Kings","Chennai Super Kings",8,0,6,"All","All",Inf,8
"Suresh Raina",2015,"Royal Challengers Bangalore","Chennai Super Kings",36,1,18,"All","All",36,12
"Suresh Raina",2015,"Sunrisers Hyderabad","Chennai Super Kings",29,1,24,"All","All",29,7.25
"Suresh Raina",2016,"Delhi Capitals","Gujarat Lions",51,0,36,"All","All",Inf,8.5
"Suresh Raina",2016,"Sunrisers Hyderabad","Gujarat Lions",31,0,24,"All","All",Inf,7.75
"Suresh Raina",2017,"Delhi Capitals","Gujarat Lions",24,0,12,"All","All",Inf,12
"Suresh Raina",2017,"Kolkata Knight Riders","Gujarat Lions",11,1,12,"All","All",11,5.5
"Suresh Raina",2017,"Mumbai Indians","Gujarat Lions",28,0,24,"All","All",Inf,7
"Suresh Raina",2017,"Punjab Kings","Gujarat Lions",6,0,6,"All","All",Inf,6
"Suresh Raina",2017,"Rising Pune Supergiants","Gujarat Lions",9,0,6,"All","All",Inf,9
"Suresh Raina",2017,"Sunrisers Hyderabad","Gujarat Lions",24,0,12,"All","All",Inf,12
"Suresh Raina",2019,"Royal Challengers Bangalore","Chennai Super Kings",6,0,6,"All","All",Inf,6
"Suryakumar Yadav",2014,"Delhi Capitals","Kolkata Knight Riders",8,0,6,"All","All",Inf,8
"Swapnil Singh",2016,"Kolkata Knight Riders","Punjab Kings",29,0,18,"All","All",Inf,9.66666666666667
"Swapnil Singh",2017,"Kolkata Knight Riders","Punjab Kings",19,0,12,"All","All",Inf,9.5
"Swapnil Singh",2017,"Mumbai Indians","Punjab Kings",22,0,12,"All","All",Inf,11
"Swapnil Singh",2017,"Rising Pune Supergiants","Punjab Kings",20,1,18,"All","All",20,6.66666666666667
"T Natarajan",2017,"Delhi Capitals","Punjab Kings",7,0,12,"All","All",Inf,3.5
"T Natarajan",2017,"Gujarat Lions","Punjab Kings",54,1,34,"All","All",54,9.52941176470588
"T Natarajan",2017,"Rising Pune Supergiants","Punjab Kings",26,1,18,"All","All",26,8.66666666666667
"T Natarajan",2017,"Royal Challengers Bangalore","Punjab Kings",28,0,12,"All","All",Inf,14
"T Natarajan",2020,"Chennai Super Kings","Sunrisers Hyderabad",84,4,48,"All","All",21,10.5
"T Natarajan",2020,"Delhi Capitals","Sunrisers Hyderabad",83,3,72,"All","All",27.6666666666667,6.91666666666667
"T Natarajan",2020,"Kolkata Knight Riders","Sunrisers Hyderabad",67,3,42,"All","All",22.3333333333333,9.57142857142857
"T Natarajan",2020,"Mumbai Indians","Sunrisers Hyderabad",67,0,48,"All","All",Inf,8.375
"T Natarajan",2020,"Punjab Kings","Sunrisers Hyderabad",47,2,47,"All","All",23.5,6
"T Natarajan",2020,"Rajasthan Royals","Sunrisers Hyderabad",78,0,48,"All","All",Inf,9.75
"T Natarajan",2020,"Royal Challengers Bangalore","Sunrisers Hyderabad",78,4,72,"All","All",19.5,6.5
"T Natarajan",2021,"Kolkata Knight Riders","Sunrisers Hyderabad",37,1,24,"All","All",37,9.25
"T Natarajan",2021,"Royal Challengers Bangalore","Sunrisers Hyderabad",32,1,24,"All","All",32,8
"T Natarajan",2022,"Chennai Super Kings","Sunrisers Hyderabad",72,4,48,"All","All",18,9
"T Natarajan",2022,"Gujarat Titans","Sunrisers Hyderabad",77,2,48,"All","All",38.5,9.625
"T Natarajan",2022,"Kolkata Knight Riders","Sunrisers Hyderabad",80,4,48,"All","All",20,10
"T Natarajan",2022,"Lucknow Super Giants","Sunrisers Hyderabad",26,2,24,"All","All",13,6.5
"T Natarajan",2022,"Mumbai Indians","Sunrisers Hyderabad",60,0,24,"All","All",Inf,15
"T Natarajan",2022,"Punjab Kings","Sunrisers Hyderabad",38,1,24,"All","All",38,9.5
"T Natarajan",2022,"Rajasthan Royals","Sunrisers Hyderabad",43,2,24,"All","All",21.5,10.75
"T Natarajan",2022,"Royal Challengers Bangalore","Sunrisers Hyderabad",10,3,18,"All","All",3.33333333333333,3.33333333333333
"TP Sudhindra",2012,"Chennai Super Kings","Deccan Chargers",46,1,24,"All","All",46,11.5
"TP Sudhindra",2012,"Delhi Capitals","Deccan Chargers",43,0,22,"All","All",Inf,11.7272727272727
"TP Sudhindra",2012,"Punjab Kings","Deccan Chargers",47,0,24,"All","All",Inf,11.75
"Tabraiz Shamsi",2016,"Gujarat Lions","Royal Challengers Bangalore",21,1,24,"All","All",21,5.25
"Tabraiz Shamsi",2016,"Kolkata Knight Riders","Royal Challengers Bangalore",51,0,24,"All","All",Inf,12.75
"Tabraiz Shamsi",2016,"Rising Pune Supergiants","Royal Challengers Bangalore",36,1,24,"All","All",36,9
"Tabraiz Shamsi",2016,"Sunrisers Hyderabad","Royal Challengers Bangalore",39,1,24,"All","All",39,9.75
