"Bowling_Team","Bowler","Season","Batting_Team","Runs","Wickets","Balls","Stadium","Average","Economy"
"Rajasthan Royals","Varun Aaron",2019,"Royal Challengers Bangalore",39,0,12,"All",Inf,19.5
"Rajasthan Royals","Varun Aaron",2019,"Sunrisers Hyderabad",36,2,24,"All",18,9
"Rajasthan Royals","Varun Aaron",2020,"Delhi Capitals",25,0,12,"All",Inf,12.5
"Rajasthan Royals","Varun Aaron",2020,"Kolkata Knight Riders",22,0,12,"All",Inf,11
"Rajasthan Royals","Varun Aaron",2020,"Punjab Kings",47,0,24,"All",Inf,11.75
"Rajasthan Royals","Vikramjeet Malik",2013,"Chennai Super Kings",19,0,18,"All",Inf,6.33333333333333
"Rajasthan Royals","Vikramjeet Malik",2013,"Mumbai Indians",26,0,24,"All",Inf,6.5
"Rajasthan Royals","Vikramjeet Malik",2013,"Sunrisers Hyderabad",14,2,18,"All",7,4.66666666666667
"Rajasthan Royals","Vikramjeet Malik",2014,"Punjab Kings",29,1,18,"All",29,9.66666666666667
"Rajasthan Royals","Yashasvi Jaiswal",2022,"Royal Challengers Bangalore",6,0,1,"All",Inf,36
"Rajasthan Royals","Yusuf Pathan",2008,"Chennai Super Kings",62,3,54,"All",20.6666666666667,6.88888888888889
"Rajasthan Royals","Yusuf Pathan",2008,"Deccan Chargers",39,3,24,"All",13,9.75
"Rajasthan Royals","Yusuf Pathan",2008,"Delhi Capitals",17,0,13,"All",Inf,7.84615384615385
"Rajasthan Royals","Yusuf Pathan",2008,"Kolkata Knight Riders",28,1,24,"All",28,7
"Rajasthan Royals","Yusuf Pathan",2008,"Mumbai Indians",9,0,18,"All",Inf,3
"Rajasthan Royals","Yusuf Pathan",2008,"Punjab Kings",37,1,18,"All",37,12.3333333333333
"Rajasthan Royals","Yusuf Pathan",2008,"Royal Challengers Bangalore",38,0,18,"All",Inf,12.6666666666667
"Rajasthan Royals","Yusuf Pathan",2009,"Chennai Super Kings",45,2,42,"All",22.5,6.42857142857143
"Rajasthan Royals","Yusuf Pathan",2009,"Deccan Chargers",53,4,48,"All",13.25,6.625
"Rajasthan Royals","Yusuf Pathan",2009,"Delhi Capitals",18,0,18,"All",Inf,6
"Rajasthan Royals","Yusuf Pathan",2009,"Kolkata Knight Riders",27,0,24,"All",Inf,6.75
"Rajasthan Royals","Yusuf Pathan",2009,"Mumbai Indians",25,0,18,"All",Inf,8.33333333333333
"Rajasthan Royals","Yusuf Pathan",2009,"Punjab Kings",58,1,48,"All",58,7.25
"Rajasthan Royals","Yusuf Pathan",2009,"Royal Challengers Bangalore",17,0,12,"All",Inf,8.5
"Rajasthan Royals","Yusuf Pathan",2010,"Chennai Super Kings",70,1,48,"All",70,8.75
"Rajasthan Royals","Yusuf Pathan",2010,"Deccan Chargers",15,0,24,"All",Inf,3.75
"Rajasthan Royals","Yusuf Pathan",2010,"Delhi Capitals",25,0,18,"All",Inf,8.33333333333333
"Rajasthan Royals","Yusuf Pathan",2010,"Kolkata Knight Riders",55,2,42,"All",27.5,7.85714285714286
"Rajasthan Royals","Yusuf Pathan",2010,"Mumbai Indians",46,0,36,"All",Inf,7.66666666666667
"Rajasthan Royals","Yusuf Pathan",2010,"Punjab Kings",35,2,36,"All",17.5,5.83333333333333
"Rajasthan Royals","Yuzvendra Chahal",2022,"Chennai Super Kings",26,2,24,"All",13,6.5
"Rajasthan Royals","Yuzvendra Chahal",2022,"Delhi Capitals",71,2,48,"All",35.5,8.875
"Rajasthan Royals","Yuzvendra Chahal",2022,"Gujarat Titans",84,2,72,"All",42,7
"Rajasthan Royals","Yuzvendra Chahal",2022,"Kolkata Knight Riders",71,5,48,"All",14.2,8.875
"Rajasthan Royals","Yuzvendra Chahal",2022,"Lucknow Super Giants",83,5,48,"All",16.6,10.375
"Rajasthan Royals","Yuzvendra Chahal",2022,"Mumbai Indians",59,3,48,"All",19.6666666666667,7.375
"Rajasthan Royals","Yuzvendra Chahal",2022,"Punjab Kings",28,3,24,"All",9.33333333333333,7
"Rajasthan Royals","Yuzvendra Chahal",2022,"Royal Challengers Bangalore",83,2,72,"All",41.5,6.91666666666667
"Rajasthan Royals","Yuzvendra Chahal",2022,"Sunrisers Hyderabad",22,3,24,"All",7.33333333333333,5.5
"Rising Pune Supergiants","Adam Zampa",2016,"Delhi Capitals",21,3,24,"All",7,5.25
"Rising Pune Supergiants","Adam Zampa",2016,"Kolkata Knight Riders",8,0,6,"All",Inf,8
"Rising Pune Supergiants","Adam Zampa",2016,"Punjab Kings",32,1,24,"All",32,8
"Rising Pune Supergiants","Adam Zampa",2016,"Royal Challengers Bangalore",35,2,24,"All",17.5,8.75
"Rising Pune Supergiants","Adam Zampa",2016,"Sunrisers Hyderabad",19,6,24,"All",3.16666666666667,4.75
"Rising Pune Supergiants","Adam Zampa",2017,"Delhi Capitals",74,2,48,"All",37,9.25
"Rising Pune Supergiants","Adam Zampa",2017,"Mumbai Indians",67,3,48,"All",22.3333333333333,8.375
"Rising Pune Supergiants","Adam Zampa",2017,"Punjab Kings",22,2,23,"All",11,5.73913043478261
"Rising Pune Supergiants","Albie Morkel",2016,"Gujarat Lions",30,0,12,"All",Inf,15
"Rising Pune Supergiants","Albie Morkel",2016,"Kolkata Knight Riders",36,2,18,"All",18,12
"Rising Pune Supergiants","Ankit Sharma",2016,"Kolkata Knight Riders",26,0,18,"All",Inf,8.66666666666667
"Rising Pune Supergiants","Ankit Sharma",2016,"Punjab Kings",27,1,24,"All",27,6.75
"Rising Pune Supergiants","Ankit Sharma",2016,"Royal Challengers Bangalore",31,0,24,"All",Inf,7.75
"Rising Pune Supergiants","Ankit Sharma",2017,"Gujarat Lions",16,0,6,"All",Inf,16
"Rising Pune Supergiants","Ashok Dinda",2016,"Delhi Capitals",54,4,48,"All",13.5,6.75
"Rising Pune Supergiants","Ashok Dinda",2016,"Gujarat Lions",40,2,24,"All",20,10
"Rising Pune Supergiants","Ashok Dinda",2016,"Kolkata Knight Riders",13,0,6,"All",Inf,13
"Rising Pune Supergiants","Ashok Dinda",2016,"Mumbai Indians",33,1,18,"All",33,11
"Rising Pune Supergiants","Ashok Dinda",2016,"Punjab Kings",16,1,18,"All",16,5.33333333333333
"Rising Pune Supergiants","Ashok Dinda",2016,"Royal Challengers Bangalore",26,0,21,"All",Inf,7.42857142857143
"Rising Pune Supergiants","Ashok Dinda",2016,"Sunrisers Hyderabad",49,3,48,"All",16.3333333333333,6.125
"Rising Pune Supergiants","Ashok Dinda",2017,"Delhi Capitals",36,0,18,"All",Inf,12
"Rising Pune Supergiants","Ashok Dinda",2017,"Mumbai Indians",57,0,24,"All",Inf,14.25
"Rising Pune Supergiants","Ashok Dinda",2017,"Punjab Kings",26,1,18,"All",26,8.66666666666667
"Rising Pune Supergiants","Ben Stokes",2017,"Delhi Capitals",72,2,48,"All",36,9
"Rising Pune Supergiants","Ben Stokes",2017,"Gujarat Lions",54,0,42,"All",Inf,7.71428571428572
"Rising Pune Supergiants","Ben Stokes",2017,"Kolkata Knight Riders",24,1,24,"All",24,6
"Rising Pune Supergiants","Ben Stokes",2017,"Mumbai Indians",57,3,48,"All",19,7.125
"Rising Pune Supergiants","Ben Stokes",2017,"Punjab Kings",42,0,42,"All",Inf,6
"Rising Pune Supergiants","Ben Stokes",2017,"Royal Challengers Bangalore",18,3,24,"All",6,4.5
"Rising Pune Supergiants","Ben Stokes",2017,"Sunrisers Hyderabad",49,3,36,"All",16.3333333333333,8.16666666666667
"Rising Pune Supergiants","Dan Christian",2017,"Delhi Capitals",18,1,12,"All",18,9
"Rising Pune Supergiants","Dan Christian",2017,"Gujarat Lions",27,1,18,"All",27,9
"Rising Pune Supergiants","Dan Christian",2017,"Kolkata Knight Riders",54,2,42,"All",27,7.71428571428572
"Rising Pune Supergiants","Dan Christian",2017,"Mumbai Indians",73,3,54,"All",24.3333333333333,8.11111111111111
"Rising Pune Supergiants","Dan Christian",2017,"Punjab Kings",34,2,24,"All",17,8.5
"Rising Pune Supergiants","Dan Christian",2017,"Royal Challengers Bangalore",51,1,48,"All",51,6.375
"Rising Pune Supergiants","Dan Christian",2017,"Sunrisers Hyderabad",41,1,42,"All",41,5.85714285714286
"Rising Pune Supergiants","Deepak Chahar",2016,"Delhi Capitals",13,0,12,"All",Inf,6.5
"Rising Pune Supergiants","Deepak Chahar",2016,"Punjab Kings",28,0,18,"All",Inf,9.33333333333333
"Rising Pune Supergiants","Deepak Chahar",2017,"Delhi Capitals",35,1,18,"All",35,11.6666666666667
"Rising Pune Supergiants","Deepak Chahar",2017,"Mumbai Indians",21,0,12,"All",Inf,10.5
"Rising Pune Supergiants","Deepak Chahar",2017,"Royal Challengers Bangalore",18,0,12,"All",Inf,9
"Rising Pune Supergiants","Imran Tahir",2017,"Delhi Capitals",24,1,24,"All",24,6
"Rising Pune Supergiants","Imran Tahir",2017,"Gujarat Lions",80,4,48,"All",20,10
"Rising Pune Supergiants","Imran Tahir",2017,"Kolkata Knight Riders",84,1,48,"All",84,10.5
"Rising Pune Supergiants","Imran Tahir",2017,"Mumbai Indians",60,4,48,"All",15,7.5
"Rising Pune Supergiants","Imran Tahir",2017,"Punjab Kings",29,2,24,"All",14.5,7.25
"Rising Pune Supergiants","Imran Tahir",2017,"Royal Challengers Bangalore",45,4,48,"All",11.25,5.625
"Rising Pune Supergiants","Imran Tahir",2017,"Sunrisers Hyderabad",47,2,42,"All",23.5,6.71428571428571
"Rising Pune Supergiants","Irfan Pathan",2016,"Delhi Capitals",17,0,18,"All",Inf,5.66666666666667
"Rising Pune Supergiants","Irfan Pathan",2016,"Punjab Kings",44,0,30,"All",Inf,8.8
"Rising Pune Supergiants","Ishant Sharma",2016,"Gujarat Lions",39,1,24,"All",39,9.75
"Rising Pune Supergiants","Ishant Sharma",2016,"Mumbai Indians",36,2,24,"All",18,9
"Rising Pune Supergiants","Ishant Sharma",2016,"Punjab Kings",26,0,18,"All",Inf,8.66666666666667
"Rising Pune Supergiants","Ishant Sharma",2016,"Royal Challengers Bangalore",47,0,24,"All",Inf,11.75
"Rising Pune Supergiants","Jaydev Unadkat",2017,"Delhi Capitals",29,2,24,"All",14.5,7.25
"Rising Pune Supergiants","Jaydev Unadkat",2017,"Gujarat Lions",29,3,23,"All",9.66666666666667,7.56521739130435
"Rising Pune Supergiants","Jaydev Unadkat",2017,"Kolkata Knight Riders",54,3,42,"All",18,7.71428571428572
"Rising Pune Supergiants","Jaydev Unadkat",2017,"Mumbai Indians",83,5,72,"All",16.6,6.91666666666667
"Rising Pune Supergiants","Jaydev Unadkat",2017,"Punjab Kings",12,2,18,"All",6,4
"Rising Pune Supergiants","Jaydev Unadkat",2017,"Royal Challengers Bangalore",44,3,48,"All",14.6666666666667,5.5
"Rising Pune Supergiants","Jaydev Unadkat",2017,"Sunrisers Hyderabad",71,6,48,"All",11.8333333333333,8.875
"Rising Pune Supergiants","Lockie Ferguson",2017,"Gujarat Lions",44,0,24,"All",Inf,11
"Rising Pune Supergiants","Lockie Ferguson",2017,"Mumbai Indians",42,1,30,"All",42,8.4
"Rising Pune Supergiants","Lockie Ferguson",2017,"Royal Challengers Bangalore",7,2,24,"All",3.5,1.75
"Rising Pune Supergiants","Mitchell Marsh",2016,"Gujarat Lions",10,0,6,"All",Inf,10
"Rising Pune Supergiants","Mitchell Marsh",2016,"Mumbai Indians",21,2,24,"All",10.5,5.25
"Rising Pune Supergiants","Mitchell Marsh",2016,"Sunrisers Hyderabad",14,2,24,"All",7,3.5
"Rising Pune Supergiants","Murugan Ashwin",2016,"Delhi Capitals",31,0,18,"All",Inf,10.3333333333333
"Rising Pune Supergiants","Murugan Ashwin",2016,"Gujarat Lions",53,2,42,"All",26.5,7.57142857142857
"Rising Pune Supergiants","Murugan Ashwin",2016,"Kolkata Knight Riders",45,1,30,"All",45,9
"Rising Pune Supergiants","Murugan Ashwin",2016,"Mumbai Indians",41,1,39,"All",41,6.30769230769231
"Rising Pune Supergiants","Murugan Ashwin",2016,"Punjab Kings",36,3,24,"All",12,9
"Rising Pune Supergiants","Murugan Ashwin",2016,"Royal Challengers Bangalore",29,0,12,"All",Inf,14.5
"Rising Pune Supergiants","Murugan Ashwin",2016,"Sunrisers Hyderabad",6,0,6,"All",Inf,6
"Rising Pune Supergiants","RP Singh",2016,"Gujarat Lions",21,0,12,"All",Inf,10.5
"Rising Pune Supergiants","RP Singh",2016,"Mumbai Indians",30,1,18,"All",30,10
"Rising Pune Supergiants","RP Singh",2016,"Royal Challengers Bangalore",37,1,24,"All",37,9.25
"Rising Pune Supergiants","RP Singh",2016,"Sunrisers Hyderabad",23,1,18,"All",23,7.66666666666667
"Rising Pune Supergiants","Rahul Chahar",2017,"Gujarat Lions",26,1,18,"All",26,8.66666666666667
"Rising Pune Supergiants","Rahul Chahar",2017,"Punjab Kings",32,1,24,"All",32,8
"Rising Pune Supergiants","Rahul Tripathi",2017,"Kolkata Knight Riders",12,0,6,"All",Inf,12
"Rising Pune Supergiants","Rajat Bhatia",2016,"Delhi Capitals",22,2,24,"All",11,5.5
"Rising Pune Supergiants","Rajat Bhatia",2016,"Gujarat Lions",56,1,36,"All",56,9.33333333333333
"Rising Pune Supergiants","Rajat Bhatia",2016,"Kolkata Knight Riders",19,2,24,"All",9.5,4.75
"Rising Pune Supergiants","Rajat Bhatia",2016,"Mumbai Indians",30,1,42,"All",30,4.28571428571429
"Rising Pune Supergiants","Rajat Bhatia",2016,"Royal Challengers Bangalore",67,0,42,"All",Inf,9.57142857142857
"Rising Pune Supergiants","Rajat Bhatia",2016,"Sunrisers Hyderabad",50,0,36,"All",Inf,8.33333333333333
"Rising Pune Supergiants","Rajat Bhatia",2017,"Delhi Capitals",21,0,12,"All",Inf,10.5
"Rising Pune Supergiants","Rajat Bhatia",2017,"Mumbai Indians",14,2,18,"All",7,4.66666666666667
"Rising Pune Supergiants","Rajat Bhatia",2017,"Punjab Kings",20,0,12,"All",Inf,10
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"Delhi Capitals",57,0,48,"All",Inf,7.125
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"Gujarat Lions",63,0,48,"All",Inf,7.875
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"Kolkata Knight Riders",51,2,24,"All",25.5,12.75
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"Mumbai Indians",28,2,24,"All",14,7
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"Punjab Kings",61,4,48,"All",15.25,7.625
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"Royal Challengers Bangalore",29,0,24,"All",Inf,7.25
"Rising Pune Supergiants","Ravichandran Ashwin",2016,"Sunrisers Hyderabad",30,2,48,"All",15,3.75
"Rising Pune Supergiants","Scott Boland",2016,"Delhi Capitals",31,2,24,"All",15.5,7.75
"Rising Pune Supergiants","Scott Boland",2016,"Mumbai Indians",23,0,18,"All",Inf,7.66666666666667
"Rising Pune Supergiants","Shardul Thakur",2017,"Delhi Capitals",35,0,18,"All",Inf,11.6666666666667
"Rising Pune Supergiants","Shardul Thakur",2017,"Gujarat Lions",39,2,36,"All",19.5,6.5
"Rising Pune Supergiants","Shardul Thakur",2017,"Kolkata Knight Riders",52,0,37,"All",Inf,8.43243243243243
"Rising Pune Supergiants","Shardul Thakur",2017,"Mumbai Indians",73,3,54,"All",24.3333333333333,8.11111111111111
"Rising Pune Supergiants","Shardul Thakur",2017,"Punjab Kings",19,3,24,"All",6.33333333333333,4.75
"Rising Pune Supergiants","Shardul Thakur",2017,"Royal Challengers Bangalore",35,3,24,"All",11.6666666666667,8.75
"Rising Pune Supergiants","Shardul Thakur",2017,"Sunrisers Hyderabad",62,0,36,"All",Inf,10.3333333333333
"Rising Pune Supergiants","Thisara Perera",2016,"Delhi Capitals",36,0,24,"All",Inf,9
"Rising Pune Supergiants","Thisara Perera",2016,"Gujarat Lions",41,2,24,"All",20.5,10.25
"Rising Pune Supergiants","Thisara Perera",2016,"Kolkata Knight Riders",28,2,21,"All",14,8
"Rising Pune Supergiants","Thisara Perera",2016,"Mumbai Indians",35,0,24,"All",Inf,8.75
"Rising Pune Supergiants","Thisara Perera",2016,"Punjab Kings",54,1,28,"All",54,11.5714285714286
"Rising Pune Supergiants","Thisara Perera",2016,"Royal Challengers Bangalore",74,3,42,"All",24.6666666666667,10.5714285714286
"Rising Pune Supergiants","Thisara Perera",2016,"Sunrisers Hyderabad",58,1,36,"All",58,9.66666666666667
"Rising Pune Supergiants","Washington Sundar",2017,"Delhi Capitals",23,1,18,"All",23,7.66666666666667
"Rising Pune Supergiants","Washington Sundar",2017,"Gujarat Lions",12,0,12,"All",Inf,6
"Rising Pune Supergiants","Washington Sundar",2017,"Kolkata Knight Riders",50,2,30,"All",25,10
"Rising Pune Supergiants","Washington Sundar",2017,"Mumbai Indians",55,4,72,"All",13.75,4.58333333333333
"Rising Pune Supergiants","Washington Sundar",2017,"Royal Challengers Bangalore",7,1,12,"All",7,3.5
