"Bowler","Season","Batting_Team","Stadium","Runs","Wickets","Balls","Bowling_Team","Striker","Average","Economy"
"Siddharth Trivedi",2013,"Sunrisers Hyderabad","Sawai Mansingh Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Simarjeet Singh",2022,"Delhi Capitals","Dr DY Patil Sports Academy",27,2,24,"All","All",13.5,6.75
"Simarjeet Singh",2022,"Gujarat Titans","Wankhede Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Simarjeet Singh",2022,"Mumbai Indians","Wankhede Stadium",22,1,24,"All","All",22,5.5
"Simarjeet Singh",2022,"Rajasthan Royals","Brabourne Stadium",18,1,18,"All","All",18,6
"Simarjeet Singh",2022,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",21,0,12,"All","All",Inf,10.5
"Simarjeet Singh",2022,"Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",24,0,12,"All","All",Inf,12
"Sohail Tanvir",2008,"Chennai Super Kings","Dr DY Patil Sports Academy",40,1,24,"All","All",40,10
"Sohail Tanvir",2008,"Chennai Super Kings","MA Chidambaram Stadium",33,3,24,"All","All",11,8.25
"Sohail Tanvir",2008,"Chennai Super Kings","Sawai Mansingh Stadium",14,6,24,"All","All",2.33333333333333,3.5
"Sohail Tanvir",2008,"Deccan Chargers","Sawai Mansingh Stadium",39,0,24,"All","All",Inf,9.75
"Sohail Tanvir",2008,"Delhi Capitals","Wankhede Stadium",16,0,12,"All","All",Inf,8
"Sohail Tanvir",2008,"Kolkata Knight Riders","Eden Gardens",26,3,24,"All","All",8.66666666666667,6.5
"Sohail Tanvir",2008,"Kolkata Knight Riders","Sawai Mansingh Stadium",30,2,24,"All","All",15,7.5
"Sohail Tanvir",2008,"Mumbai Indians","Dr DY Patil Sports Academy",13,0,19,"All","All",Inf,4.10526315789474
"Sohail Tanvir",2008,"Mumbai Indians","Sawai Mansingh Stadium",14,4,24,"All","All",3.5,3.5
"Sohail Tanvir",2008,"Royal Challengers Bangalore","M Chinnaswamy Stadium",31,0,24,"All","All",Inf,7.75
"Sohail Tanvir",2008,"Royal Challengers Bangalore","Sawai Mansingh Stadium",10,3,24,"All","All",3.33333333333333,2.5
"Sourav Ganguly",2008,"Deccan Chargers","Rajiv Gandhi International Stadium",25,2,24,"All","All",12.5,6.25
"Sourav Ganguly",2008,"Delhi Capitals","Eden Gardens",23,0,24,"All","All",Inf,5.75
"Sourav Ganguly",2008,"Mumbai Indians","Eden Gardens",14,0,12,"All","All",Inf,7
"Sourav Ganguly",2008,"Rajasthan Royals","Eden Gardens",24,1,12,"All","All",24,12
"Sourav Ganguly",2008,"Rajasthan Royals","Sawai Mansingh Stadium",14,0,6,"All","All",Inf,14
"Sourav Ganguly",2008,"Royal Challengers Bangalore","Eden Gardens",7,1,18,"All","All",7,2.33333333333333
"Sourav Ganguly",2008,"Royal Challengers Bangalore","M Chinnaswamy Stadium",21,2,24,"All","All",10.5,5.25
"Sourav Ganguly",2009,"Deccan Chargers","Newlands",8,0,6,"All","All",Inf,8
"Sourav Ganguly",2009,"Mumbai Indians","St George's Park",16,0,6,"All","All",Inf,16
"Sourav Ganguly",2009,"Punjab Kings","Kingsmead",24,2,24,"All","All",12,6
"Sourav Ganguly",2009,"Punjab Kings","St George's Park",9,0,6,"All","All",Inf,9
"Sourav Ganguly",2009,"Rajasthan Royals","Newlands",23,0,18,"All","All",Inf,7.66666666666667
"Sourav Ganguly",2009,"Royal Challengers Bangalore","Kingsmead",17,0,12,"All","All",Inf,8.5
"Sourav Ganguly",2010,"Delhi Capitals","Eden Gardens",12,0,6,"All","All",Inf,12
"Sourav Ganguly",2010,"Mumbai Indians","Eden Gardens",13,0,6,"All","All",Inf,13
"Sourav Ganguly",2010,"Royal Challengers Bangalore","Eden Gardens",18,0,12,"All","All",Inf,9
"Sourav Ganguly",2012,"Deccan Chargers","Barabati Stadium",39,0,18,"All","All",Inf,13
"Sourav Ganguly",2012,"Delhi Capitals","Feroz Shah Kotla",27,2,24,"All","All",13.5,6.75
"Sourav Ganguly",2012,"Delhi Capitals","Subrata Roy Sahara Stadium",12,0,6,"All","All",Inf,12
"Sourav Ganguly",2012,"Kolkata Knight Riders","Subrata Roy Sahara Stadium",17,0,12,"All","All",Inf,8.5
"Sourav Sarkar",2009,"Delhi Capitals","New Wanderers Stadium",19,0,7,"All","All",Inf,16.2857142857143
"Sourav Sarkar",2009,"Rajasthan Royals","Kingsmead",15,1,18,"All","All",15,5
"Sreenath Aravind",2011,"Chennai Super Kings","M Chinnaswamy Stadium",20,2,24,"All","All",10,5
"Sreenath Aravind",2011,"Chennai Super Kings","MA Chidambaram Stadium",39,2,18,"All","All",19.5,13
"Sreenath Aravind",2011,"Chennai Super Kings","Wankhede Stadium",32,1,18,"All","All",32,10.6666666666667
"Sreenath Aravind",2011,"Deccan Chargers","Rajiv Gandhi International Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Sreenath Aravind",2011,"Delhi Capitals","Feroz Shah Kotla",30,1,24,"All","All",30,7.5
"Sreenath Aravind",2011,"Kochi Tuskers Kerala","M Chinnaswamy Stadium",20,2,24,"All","All",10,5
"Sreenath Aravind",2011,"Kolkata Knight Riders","Eden Gardens",37,2,18,"All","All",18.5,12.3333333333333
"Sreenath Aravind",2011,"Kolkata Knight Riders","M Chinnaswamy Stadium",18,1,18,"All","All",18,6
"Sreenath Aravind",2011,"Mumbai Indians","MA Chidambaram Stadium",27,2,18,"All","All",13.5,9
"Sreenath Aravind",2011,"Pune Warriors","M Chinnaswamy Stadium",35,1,24,"All","All",35,8.75
"Sreenath Aravind",2011,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",36,0,24,"All","All",Inf,9
"Sreenath Aravind",2011,"Punjab Kings","M Chinnaswamy Stadium",14,4,24,"All","All",3.5,3.5
"Sreenath Aravind",2011,"Rajasthan Royals","Sawai Mansingh Stadium",34,3,24,"All","All",11.3333333333333,8.5
"Sreenath Aravind",2012,"Rajasthan Royals","M Chinnaswamy Stadium",48,0,18,"All","All",Inf,16
"Sreenath Aravind",2015,"Chennai Super Kings","JSCA International Stadium Complex",25,1,24,"All","All",25,6.25
"Sreenath Aravind",2015,"Mumbai Indians","Wankhede Stadium",29,1,24,"All","All",29,7.25
"Sreenath Aravind",2015,"Punjab Kings","M Chinnaswamy Stadium",27,4,24,"All","All",6.75,6.75
"Sreenath Aravind",2015,"Punjab Kings","Punjab Cricket Association Stadium",31,0,12,"All","All",Inf,15.5
"Sreenath Aravind",2015,"Rajasthan Royals","Maharashtra Cricket Association Stadium",20,2,24,"All","All",10,5
"Sreenath Aravind",2016,"Delhi Capitals","M Chinnaswamy Stadium",32,1,18,"All","All",32,10.6666666666667
"Sreenath Aravind",2016,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",28,1,24,"All","All",28,7
"Sreenath Aravind",2016,"Gujarat Lions","M Chinnaswamy Stadium",28,1,36,"All","All",28,4.66666666666667
"Sreenath Aravind",2016,"Kolkata Knight Riders","Eden Gardens",41,2,24,"All","All",20.5,10.25
"Sreenath Aravind",2016,"Kolkata Knight Riders","M Chinnaswamy Stadium",16,1,13,"All","All",16,7.38461538461539
"Sreenath Aravind",2016,"Mumbai Indians","M Chinnaswamy Stadium",23,1,24,"All","All",23,5.75
"Sreenath Aravind",2016,"Punjab Kings","M Chinnaswamy Stadium",18,2,12,"All","All",9,9
"Sreenath Aravind",2016,"Sunrisers Hyderabad","M Chinnaswamy Stadium",30,2,24,"All","All",15,7.5
"Sreenath Aravind",2017,"Gujarat Lions","M Chinnaswamy Stadium",19,0,18,"All","All",Inf,6.33333333333333
"Sreenath Aravind",2017,"Gujarat Lions","Saurashtra Cricket Association Stadium",53,1,24,"All","All",53,13.25
"Sreenath Aravind",2017,"Kolkata Knight Riders","Eden Gardens",27,1,21,"All","All",27,7.71428571428572
"Sreenath Aravind",2017,"Kolkata Knight Riders","M Chinnaswamy Stadium",26,0,6,"All","All",Inf,26
"Sreenath Aravind",2017,"Mumbai Indians","M Chinnaswamy Stadium",21,0,24,"All","All",Inf,5.25
"Sreenath Aravind",2017,"Mumbai Indians","Wankhede Stadium",21,0,12,"All","All",Inf,10.5
"Sreenath Aravind",2017,"Punjab Kings","M Chinnaswamy Stadium",13,1,12,"All","All",13,6.5
"Sreenath Aravind",2017,"Rising Pune Supergiants","M Chinnaswamy Stadium",29,2,24,"All","All",14.5,7.25
"Sreenath Aravind",2017,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",30,0,24,"All","All",Inf,7.5
"Sreenath Aravind",2017,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",36,0,18,"All","All",Inf,12
"Sreesanth",2008,"Chennai Super Kings","MA Chidambaram Stadium",29,2,24,"All","All",14.5,7.25
"Sreesanth",2008,"Chennai Super Kings","Punjab Cricket Association Stadium",35,0,18,"All","All",Inf,11.6666666666667
"Sreesanth",2008,"Chennai Super Kings","Wankhede Stadium",7,0,6,"All","All",Inf,7
"Sreesanth",2008,"Deccan Chargers","Punjab Cricket Association Stadium",29,1,24,"All","All",29,7.25
"Sreesanth",2008,"Deccan Chargers","Rajiv Gandhi International Stadium",33,1,24,"All","All",33,8.25
"Sreesanth",2008,"Delhi Capitals","Feroz Shah Kotla",33,0,18,"All","All",Inf,11
"Sreesanth",2008,"Delhi Capitals","Punjab Cricket Association Stadium",25,0,12,"All","All",Inf,12.5
"Sreesanth",2008,"Kolkata Knight Riders","Eden Gardens",33,2,24,"All","All",16.5,8.25
"Sreesanth",2008,"Kolkata Knight Riders","Punjab Cricket Association Stadium",25,2,24,"All","All",12.5,6.25
"Sreesanth",2008,"Mumbai Indians","Punjab Cricket Association Stadium",31,2,24,"All","All",15.5,7.75
"Sreesanth",2008,"Mumbai Indians","Wankhede Stadium",35,2,24,"All","All",17.5,8.75
"Sreesanth",2008,"Rajasthan Royals","Punjab Cricket Association Stadium",44,1,18,"All","All",44,14.6666666666667
"Sreesanth",2008,"Rajasthan Royals","Sawai Mansingh Stadium",38,1,19,"All","All",38,12
"Sreesanth",2008,"Royal Challengers Bangalore","M Chinnaswamy Stadium",16,2,24,"All","All",8,4
"Sreesanth",2008,"Royal Challengers Bangalore","Punjab Cricket Association Stadium",29,3,24,"All","All",9.66666666666667,7.25
"Sreesanth",2009,"Chennai Super Kings","Kingsmead",23,2,24,"All","All",11.5,5.75
"Sreesanth",2009,"Chennai Super Kings","SuperSport Park",37,1,24,"All","All",37,9.25
"Sreesanth",2009,"Deccan Chargers","De Beers Diamond Oval",37,1,24,"All","All",37,9.25
"Sreesanth",2009,"Deccan Chargers","New Wanderers Stadium",10,0,12,"All","All",Inf,5
"Sreesanth",2009,"Delhi Capitals","OUTsurance Oval",20,2,24,"All","All",10,5
"Sreesanth",2009,"Mumbai Indians","SuperSport Park",21,0,6,"All","All",Inf,21
"Sreesanth",2009,"Rajasthan Royals","Kingsmead",44,0,24,"All","All",Inf,11
"Sreesanth",2010,"Deccan Chargers","Barabati Stadium",51,1,24,"All","All",51,12.75
"Sreesanth",2010,"Delhi Capitals","Punjab Cricket Association Stadium",24,2,24,"All","All",12,6
"Sreesanth",2010,"Rajasthan Royals","Punjab Cricket Association Stadium",20,1,18,"All","All",20,6.66666666666667
"Sreesanth",2010,"Rajasthan Royals","Sawai Mansingh Stadium",40,0,18,"All","All",Inf,13.3333333333333
"Sreesanth",2010,"Royal Challengers Bangalore","M Chinnaswamy Stadium",38,0,18,"All","All",Inf,12.6666666666667
"Sreesanth",2010,"Royal Challengers Bangalore","Punjab Cricket Association Stadium",14,0,12,"All","All",Inf,7
"Sreesanth",2011,"Chennai Super Kings","MA Chidambaram Stadium",23,1,18,"All","All",23,7.66666666666667
"Sreesanth",2011,"Deccan Chargers","Nehru Stadium",22,0,24,"All","All",Inf,5.5
"Sreesanth",2011,"Delhi Capitals","Feroz Shah Kotla",24,1,24,"All","All",24,6
"Sreesanth",2011,"Delhi Capitals","Nehru Stadium",10,2,24,"All","All",5,2.5
"Sreesanth",2011,"Kolkata Knight Riders","Nehru Stadium",24,0,18,"All","All",Inf,8
"Sreesanth",2011,"Pune Warriors","Dr DY Patil Sports Academy",21,0,18,"All","All",Inf,7
"Sreesanth",2011,"Punjab Kings","Holkar Cricket Stadium",38,0,23,"All","All",Inf,9.91304347826087
"Sreesanth",2011,"Rajasthan Royals","Holkar Cricket Stadium",16,2,24,"All","All",8,4
"Sreesanth",2011,"Royal Challengers Bangalore","Nehru Stadium",28,1,18,"All","All",28,9.33333333333333
"Sreesanth",2013,"Delhi Capitals","Feroz Shah Kotla",18,1,24,"All","All",18,4.5
"Sreesanth",2013,"Kolkata Knight Riders","Sawai Mansingh Stadium",25,1,24,"All","All",25,6.25
"Sreesanth",2013,"Pune Warriors","Subrata Roy Sahara Stadium",38,0,16,"All","All",Inf,14.25
"Sreesanth",2013,"Punjab Kings","Punjab Cricket Association Stadium",18,0,12,"All","All",Inf,9
"Sreesanth",2013,"Punjab Kings","Sawai Mansingh Stadium",20,2,24,"All","All",10,5
"Sreesanth",2013,"Royal Challengers Bangalore","M Chinnaswamy Stadium",9,0,6,"All","All",Inf,9
"Sreesanth",2013,"Royal Challengers Bangalore","Sawai Mansingh Stadium",35,1,24,"All","All",35,8.75
"Sridharan Sriram",2010,"Kolkata Knight Riders","M Chinnaswamy Stadium",24,0,12,"All","All",Inf,12
"Sridharan Sriram",2011,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",25,0,6,"All","All",Inf,25
"Steven Smith",2012,"Rajasthan Royals","Subrata Roy Sahara Stadium",5,0,2,"All","All",Inf,15
"Stuart Binny",2010,"Kolkata Knight Riders","Eden Gardens",9,0,6,"All","All",Inf,9
"Stuart Binny",2011,"Chennai Super Kings","MA Chidambaram Stadium",12,0,6,"All","All",Inf,12
"Stuart Binny",2011,"Deccan Chargers","Rajiv Gandhi International Stadium",14,0,6,"All","All",Inf,14
"Stuart Binny",2011,"Punjab Kings","Punjab Cricket Association Stadium",18,0,12,"All","All",Inf,9
"Stuart Binny",2012,"Chennai Super Kings","MA Chidambaram Stadium",20,0,12,"All","All",Inf,10
"Stuart Binny",2012,"Deccan Chargers","Rajiv Gandhi International Stadium",8,1,6,"All","All",8,8
"Stuart Binny",2012,"Mumbai Indians","Sawai Mansingh Stadium",13,0,6,"All","All",Inf,13
"Stuart Binny",2012,"Pune Warriors","Sawai Mansingh Stadium",17,0,12,"All","All",Inf,8.5
"Stuart Binny",2012,"Pune Warriors","Subrata Roy Sahara Stadium",12,1,18,"All","All",12,4
"Stuart Binny",2012,"Punjab Kings","Punjab Cricket Association Stadium",8,1,6,"All","All",8,8
"Stuart Binny",2013,"Chennai Super Kings","MA Chidambaram Stadium",20,0,12,"All","All",Inf,10
"Stuart Binny",2013,"Chennai Super Kings","Sawai Mansingh Stadium",17,1,18,"All","All",17,5.66666666666667
"Stuart Binny",2013,"Delhi Capitals","Feroz Shah Kotla",11,0,6,"All","All",Inf,11
"Stuart Binny",2013,"Delhi Capitals","Sawai Mansingh Stadium",3,1,12,"All","All",3,1.5
"Stuart Binny",2013,"Kolkata Knight Riders","Eden Gardens",8,0,6,"All","All",Inf,8
"Stuart Binny",2013,"Mumbai Indians","Eden Gardens",11,1,6,"All","All",11,11
"Stuart Binny",2013,"Mumbai Indians","Sawai Mansingh Stadium",14,2,18,"All","All",7,4.66666666666667
"Stuart Binny",2013,"Mumbai Indians","Wankhede Stadium",11,0,6,"All","All",Inf,11
"Stuart Binny",2013,"Pune Warriors","Sawai Mansingh Stadium",19,0,12,"All","All",Inf,9.5
"Stuart Binny",2013,"Punjab Kings","Sawai Mansingh Stadium",4,0,6,"All","All",Inf,4
"Stuart Binny",2013,"Royal Challengers Bangalore","Sawai Mansingh Stadium",8,0,6,"All","All",Inf,8
"Stuart Binny",2013,"Sunrisers Hyderabad","Feroz Shah Kotla",2,0,6,"All","All",Inf,2
"Stuart Binny",2013,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",9,0,6,"All","All",Inf,9
"Stuart Binny",2013,"Sunrisers Hyderabad","Sawai Mansingh Stadium",25,1,24,"All","All",25,6.25
"Stuart Binny",2014,"Chennai Super Kings","Dubai International Cricket Stadium",10,1,6,"All","All",10,10
"Stuart Binny",2014,"Delhi Capitals","Feroz Shah Kotla",9,0,6,"All","All",Inf,9
"Stuart Binny",2014,"Delhi Capitals","Sardar Patel Stadium",14,1,12,"All","All",14,7
"Stuart Binny",2014,"Kolkata Knight Riders","Sheikh Zayed Stadium",7,0,6,"All","All",Inf,7
"Stuart Binny",2014,"Mumbai Indians","Sardar Patel Stadium",12,0,6,"All","All",Inf,12
"Stuart Binny",2014,"Punjab Kings","Sharjah Cricket Stadium",4,0,6,"All","All",Inf,4
"Stuart Binny",2014,"Royal Challengers Bangalore","Sheikh Zayed Stadium",1,1,6,"All","All",1,1
"Stuart Binny",2014,"Sunrisers Hyderabad","Sheikh Zayed Stadium",7,0,6,"All","All",Inf,7
"Stuart Binny",2015,"Chennai Super Kings","Sardar Patel Stadium",5,0,6,"All","All",Inf,5
"Stuart Binny",2015,"Delhi Capitals","Brabourne Stadium",27,2,12,"All","All",13.5,13.5
"Stuart Binny",2015,"Kolkata Knight Riders","Brabourne Stadium",10,0,6,"All","All",Inf,10
"Stuart Binny",2015,"Mumbai Indians","Sardar Patel Stadium",8,2,12,"All","All",4,4
"Stuart Binny",2015,"Mumbai Indians","Wankhede Stadium",17,0,12,"All","All",Inf,8.5
"Stuart Binny",2015,"Punjab Kings","Maharashtra Cricket Association Stadium",15,0,12,"All","All",Inf,7.5
"Stuart Binny",2015,"Punjab Kings","Sardar Patel Stadium",13,0,12,"All","All",Inf,6.5
"Stuart Binny",2015,"Royal Challengers Bangalore","M Chinnaswamy Stadium",32,1,24,"All","All",32,8
"Stuart Binny",2015,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",1,0,6,"All","All",Inf,1
"Stuart Binny",2015,"Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",12,0,12,"All","All",Inf,6
"Stuart Binny",2016,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",15,0,12,"All","All",Inf,7.5
"Stuart Binny",2016,"Gujarat Lions","M Chinnaswamy Stadium",17,0,18,"All","All",Inf,5.66666666666667
"Stuart Binny",2016,"Kolkata Knight Riders","Eden Gardens",8,0,6,"All","All",Inf,8
"Stuart Binny",2016,"Kolkata Knight Riders","M Chinnaswamy Stadium",17,1,12,"All","All",17,8.5
"Stuart Binny",2016,"Mumbai Indians","M Chinnaswamy Stadium",2,0,6,"All","All",Inf,2
"Stuart Binny",2016,"Mumbai Indians","Wankhede Stadium",8,0,6,"All","All",Inf,8
"Stuart Binny",2016,"Punjab Kings","M Chinnaswamy Stadium",11,0,6,"All","All",Inf,11
"Stuart Binny",2016,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",16,0,12,"All","All",Inf,8
"Stuart Binny",2016,"Rising Pune Supergiants","M Chinnaswamy Stadium",17,0,12,"All","All",Inf,8.5
"Stuart Binny",2016,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",23,0,12,"All","All",Inf,11.5
"Stuart Binny",2017,"Kolkata Knight Riders","Eden Gardens",9,1,6,"All","All",9,9
"Stuart Binny",2017,"Mumbai Indians","M Chinnaswamy Stadium",14,1,12,"All","All",14,7
"Stuart Binny",2017,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",17,1,12,"All","All",17,8.5
"Stuart Binny",2017,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",10,1,6,"All","All",10,10
"Stuart Binny",2018,"Chennai Super Kings","Maharashtra Cricket Association Stadium",33,0,12,"All","All",Inf,16.5
"Stuart Binny",2019,"Delhi Capitals","Feroz Shah Kotla",6,0,6,"All","All",Inf,6
"Stuart Binny",2019,"Delhi Capitals","Sawai Mansingh Stadium",3,0,6,"All","All",Inf,3
"Stuart Binny",2019,"Mumbai Indians","Sawai Mansingh Stadium",19,1,18,"All","All",19,6.33333333333333
"Stuart Binny",2019,"Royal Challengers Bangalore","Sawai Mansingh Stadium",6,0,6,"All","All",Inf,6
"Stuart Binny",2019,"Sunrisers Hyderabad","Sawai Mansingh Stadium",10,0,6,"All","All",Inf,10
"Sudeep Tyagi",2009,"Deccan Chargers","Buffalo Park",9,1,12,"All","All",9,4.5
"Sudeep Tyagi",2009,"Delhi Capitals","New Wanderers Stadium",18,2,18,"All","All",9,6
"Sudeep Tyagi",2009,"Kolkata Knight Riders","SuperSport Park",29,0,18,"All","All",Inf,9.66666666666667
"Sudeep Tyagi",2009,"Mumbai Indians","St George's Park",29,1,18,"All","All",29,9.66666666666667
"Sudeep Tyagi",2009,"Punjab Kings","SuperSport Park",10,0,12,"All","All",Inf,5
"Sudeep Tyagi",2009,"Rajasthan Royals","De Beers Diamond Oval",12,0,12,"All","All",Inf,6
"Sudeep Tyagi",2009,"Rajasthan Royals","SuperSport Park",8,0,12,"All","All",Inf,4
"Sudeep Tyagi",2009,"Royal Challengers Bangalore","Kingsmead",21,1,12,"All","All",21,10.5
"Sudeep Tyagi",2010,"Deccan Chargers","MA Chidambaram Stadium",39,0,11,"All","All",Inf,21.2727272727273
"Sudeep Tyagi",2010,"Deccan Chargers","Vidarbha Cricket Association Stadium",12,0,6,"All","All",Inf,12
"Sudeep Tyagi",2010,"Mumbai Indians","MA Chidambaram Stadium",20,1,18,"All","All",20,6.66666666666667
"Sudeep Tyagi",2010,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",24,0,12,"All","All",Inf,12
"Sudeep Tyagi",2010,"Rajasthan Royals","MA Chidambaram Stadium",45,0,24,"All","All",Inf,11.25
"Sudeep Tyagi",2010,"Royal Challengers Bangalore","M Chinnaswamy Stadium",19,0,24,"All","All",Inf,4.75
"Sudhesan Midhun",2019,"Kolkata Knight Riders","Sawai Mansingh Stadium",27,0,12,"All","All",Inf,13.5
"Sumit Narwal",2010,"Chennai Super Kings","MA Chidambaram Stadium",41,0,12,"All","All",Inf,20.5
"Sumit Narwal",2010,"Chennai Super Kings","Sardar Patel Stadium",49,0,18,"All","All",Inf,16.3333333333333
"Sumit Narwal",2010,"Deccan Chargers","Sardar Patel Stadium",35,2,24,"All","All",17.5,8.75
"Sumit Narwal",2010,"Delhi Capitals","Feroz Shah Kotla",36,3,24,"All","All",12,9
"Sumit Narwal",2010,"Royal Challengers Bangalore","M Chinnaswamy Stadium",24,0,16,"All","All",Inf,9
"Sumit Narwal",2013,"Rajasthan Royals","Eden Gardens",17,0,12,"All","All",Inf,8.5
"Sunil Joshi",2008,"Delhi Capitals","Feroz Shah Kotla",19,0,6,"All","All",Inf,19
"Sunil Joshi",2008,"Kolkata Knight Riders","M Chinnaswamy Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Sunil Joshi",2008,"Mumbai Indians","Wankhede Stadium",10,0,12,"All","All",Inf,5
"Sunil Joshi",2008,"Rajasthan Royals","M Chinnaswamy Stadium",27,1,19,"All","All",27,8.52631578947368
"Sunil Narine",2012,"Chennai Super Kings","Eden Gardens",14,2,24,"All","All",7,3.5
"Sunil Narine",2012,"Chennai Super Kings","MA Chidambaram Stadium",61,1,48,"All","All",61,7.625
"Sunil Narine",2012,"Deccan Chargers","Barabati Stadium",26,2,24,"All","All",13,6.5
"Sunil Narine",2012,"Delhi Capitals","Feroz Shah Kotla",23,2,24,"All","All",11.5,5.75
"Sunil Narine",2012,"Delhi Capitals","Subrata Roy Sahara Stadium",24,2,24,"All","All",12,6
"Sunil Narine",2012,"Mumbai Indians","Eden Gardens",28,0,24,"All","All",Inf,7
"Sunil Narine",2012,"Mumbai Indians","Wankhede Stadium",15,4,19,"All","All",3.75,4.73684210526316
"Sunil Narine",2012,"Pune Warriors","Eden Gardens",13,1,24,"All","All",13,3.25
"Sunil Narine",2012,"Pune Warriors","Subrata Roy Sahara Stadium",15,1,24,"All","All",15,3.75
