"Batting_Team","Striker","Stadium","Runs","Dismissed","Balls","Bowling_Team","Season","Average","Strike_Rate"
"Kolkata Knight Riders","Chris Gayle","Brabourne Stadium",75,1,60,"All","All",75,125
"Kolkata Knight Riders","Chris Gayle","Buffalo Park",7,1,7,"All","All",7,100
"Kolkata Knight Riders","Chris Gayle","Eden Gardens",132,4,72,"All","All",33,183.333333333333
"Kolkata Knight Riders","Chris Gayle","Feroz Shah Kotla",30,1,21,"All","All",30,142.857142857143
"Kolkata Knight Riders","Chris Gayle","Kingsmead",84,1,63,"All","All",84,133.333333333333
"Kolkata Knight Riders","Chris Gayle","M Chinnaswamy Stadium",34,1,15,"All","All",34,226.666666666667
"Kolkata Knight Riders","Chris Gayle","MA Chidambaram Stadium",7,1,4,"All","All",7,175
"Kolkata Knight Riders","Chris Gayle","Newlands",51,2,45,"All","All",25.5,113.333333333333
"Kolkata Knight Riders","Chris Gayle","Punjab Cricket Association Stadium",14,1,12,"All","All",14,116.666666666667
"Kolkata Knight Riders","Chris Gayle","St George's Park",29,2,28,"All","All",14.5,103.571428571429
"Kolkata Knight Riders","Chris Lynn","Eden Gardens",483,16,348,"All","All",30.1875,138.793103448276
"Kolkata Knight Riders","Chris Lynn","Feroz Shah Kotla",25,2,24,"All","All",12.5,104.166666666667
"Kolkata Knight Riders","Chris Lynn","Holkar Cricket Stadium",27,1,17,"All","All",27,158.823529411765
"Kolkata Knight Riders","Chris Lynn","M Chinnaswamy Stadium",180,5,127,"All","All",36,141.732283464567
"Kolkata Knight Riders","Chris Lynn","MA Chidambaram Stadium",22,2,21,"All","All",11,104.761904761905
"Kolkata Knight Riders","Chris Lynn","Punjab Cricket Association IS Bindra Stadium",130,2,74,"All","All",65,175.675675675676
"Kolkata Knight Riders","Chris Lynn","Rajiv Gandhi International Stadium",106,2,90,"All","All",53,117.777777777778
"Kolkata Knight Riders","Chris Lynn","Saurashtra Cricket Association Stadium",93,0,41,"All","All",Inf,226.829268292683
"Kolkata Knight Riders","Chris Lynn","Sawai Mansingh Stadium",50,2,34,"All","All",25,147.058823529412
"Kolkata Knight Riders","Chris Lynn","Sharjah Cricket Stadium",45,1,31,"All","All",45,145.161290322581
"Kolkata Knight Riders","Chris Lynn","Sheikh Zayed Stadium",13,1,18,"All","All",13,72.2222222222222
"Kolkata Knight Riders","Chris Lynn","Wankhede Stadium",100,3,76,"All","All",33.3333333333333,131.578947368421
"Kolkata Knight Riders","Chris Woakes","Eden Gardens",20,2,25,"All","All",10,80
"Kolkata Knight Riders","Chris Woakes","Feroz Shah Kotla",3,1,5,"All","All",3,60
"Kolkata Knight Riders","Chris Woakes","Punjab Cricket Association IS Bindra Stadium",8,0,6,"All","All",Inf,133.333333333333
"Kolkata Knight Riders","Chris Woakes","Rajiv Gandhi International Stadium",6,0,3,"All","All",Inf,200
"Kolkata Knight Riders","Chris Woakes","Wankhede Stadium",9,1,8,"All","All",9,112.5
"Kolkata Knight Riders","Colin Munro","Eden Gardens",14,2,13,"All","All",7,107.692307692308
"Kolkata Knight Riders","Colin Munro","Feroz Shah Kotla",16,1,17,"All","All",16,94.1176470588235
"Kolkata Knight Riders","Colin de Grandhomme","Eden Gardens",65,4,39,"All","All",16.25,166.666666666667
"Kolkata Knight Riders","Colin de Grandhomme","Feroz Shah Kotla",1,1,2,"All","All",1,50
"Kolkata Knight Riders","Colin de Grandhomme","M Chinnaswamy Stadium",31,2,29,"All","All",15.5,106.896551724138
"Kolkata Knight Riders","Colin de Grandhomme","Punjab Cricket Association IS Bindra Stadium",11,0,7,"All","All",Inf,157.142857142857
"Kolkata Knight Riders","Colin de Grandhomme","Rajiv Gandhi International Stadium",18,1,15,"All","All",18,120
"Kolkata Knight Riders","Darren Bravo","Maharashtra Cricket Association Stadium",6,0,5,"All","All",Inf,120
"Kolkata Knight Riders","David Hussey","Eden Gardens",197,7,179,"All","All",28.1428571428571,110.055865921788
"Kolkata Knight Riders","David Hussey","Feroz Shah Kotla",29,1,32,"All","All",29,90.625
"Kolkata Knight Riders","David Hussey","Kingsmead",9,1,13,"All","All",9,69.2307692307692
"Kolkata Knight Riders","David Hussey","M Chinnaswamy Stadium",12,1,12,"All","All",12,100
"Kolkata Knight Riders","David Hussey","MA Chidambaram Stadium",0,2,5,"All","All",0,0
"Kolkata Knight Riders","David Hussey","New Wanderers Stadium",43,1,17,"All","All",43,252.941176470588
"Kolkata Knight Riders","David Hussey","Punjab Cricket Association Stadium",74,2,51,"All","All",37,145.098039215686
"Kolkata Knight Riders","David Hussey","Rajiv Gandhi International Stadium",57,0,29,"All","All",Inf,196.551724137931
"Kolkata Knight Riders","David Hussey","Sawai Mansingh Stadium",42,1,30,"All","All",42,140
"Kolkata Knight Riders","David Hussey","SuperSport Park",46,2,29,"All","All",23,158.620689655172
"Kolkata Knight Riders","David Hussey","Wankhede Stadium",2,1,7,"All","All",2,28.5714285714286
"Kolkata Knight Riders","Debabrata Das","Barabati Stadium",9,0,8,"All","All",Inf,112.5
"Kolkata Knight Riders","Debabrata Das","Eden Gardens",203,7,156,"All","All",29,130.128205128205
"Kolkata Knight Riders","Debabrata Das","Feroz Shah Kotla",1,0,3,"All","All",Inf,33.3333333333333
"Kolkata Knight Riders","Debabrata Das","JSCA International Stadium Complex",8,0,6,"All","All",Inf,133.333333333333
"Kolkata Knight Riders","Debabrata Das","MA Chidambaram Stadium",11,0,4,"All","All",Inf,275
"Kolkata Knight Riders","Debabrata Das","Punjab Cricket Association Stadium",6,2,11,"All","All",3,54.5454545454545
"Kolkata Knight Riders","Debabrata Das","Sawai Mansingh Stadium",23,2,27,"All","All",11.5,85.1851851851852
"Kolkata Knight Riders","Debabrata Das","Shaheed Veer Narayan Singh International Stadium",18,1,26,"All","All",18,69.2307692307692
"Kolkata Knight Riders","Debabrata Das","Wankhede Stadium",25,2,20,"All","All",12.5,125
"Kolkata Knight Riders","Dinesh Karthik","Dubai International Cricket Stadium",60,4,44,"All","All",15,136.363636363636
"Kolkata Knight Riders","Dinesh Karthik","Eden Gardens",412,9,269,"All","All",45.7777777777778,153.159851301115
"Kolkata Knight Riders","Dinesh Karthik","Feroz Shah Kotla",68,2,54,"All","All",34,125.925925925926
"Kolkata Knight Riders","Dinesh Karthik","Holkar Cricket Stadium",50,1,23,"All","All",50,217.391304347826
"Kolkata Knight Riders","Dinesh Karthik","M Chinnaswamy Stadium",42,2,25,"All","All",21,168
"Kolkata Knight Riders","Dinesh Karthik","MA Chidambaram Stadium",77,3,71,"All","All",25.6666666666667,108.450704225352
"Kolkata Knight Riders","Dinesh Karthik","Narendra Modi Stadium",26,1,16,"All","All",26,162.5
"Kolkata Knight Riders","Dinesh Karthik","Punjab Cricket Association IS Bindra Stadium",21,0,9,"All","All",Inf,233.333333333333
"Kolkata Knight Riders","Dinesh Karthik","Rajiv Gandhi International Stadium",32,1,26,"All","All",32,123.076923076923
"Kolkata Knight Riders","Dinesh Karthik","Sawai Mansingh Stadium",42,0,23,"All","All",Inf,182.608695652174
"Kolkata Knight Riders","Dinesh Karthik","Sharjah Cricket Stadium",43,6,52,"All","All",7.16666666666667,82.6923076923077
"Kolkata Knight Riders","Dinesh Karthik","Wankhede Stadium",104,3,83,"All","All",34.6666666666667,125.301204819277
"Kolkata Knight Riders","Dinesh Karthik","Zayed Cricket Stadium",166,8,119,"All","All",20.75,139.495798319328
"Kolkata Knight Riders","Eoin Morgan","Dubai International Cricket Stadium",125,3,82,"All","All",41.6666666666667,152.439024390244
"Kolkata Knight Riders","Eoin Morgan","Eden Gardens",185,8,133,"All","All",23.125,139.097744360902
"Kolkata Knight Riders","Eoin Morgan","Feroz Shah Kotla",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Eoin Morgan","M Chinnaswamy Stadium",4,2,10,"All","All",2,40
"Kolkata Knight Riders","Eoin Morgan","MA Chidambaram Stadium",76,4,61,"All","All",19,124.590163934426
"Kolkata Knight Riders","Eoin Morgan","Narendra Modi Stadium",47,1,42,"All","All",47,111.904761904762
"Kolkata Knight Riders","Eoin Morgan","Nehru Stadium",66,1,51,"All","All",66,129.411764705882
"Kolkata Knight Riders","Eoin Morgan","Punjab Cricket Association Stadium",47,1,38,"All","All",47,123.684210526316
"Kolkata Knight Riders","Eoin Morgan","Rajiv Gandhi International Stadium",23,2,24,"All","All",11.5,95.8333333333333
"Kolkata Knight Riders","Eoin Morgan","Sawai Mansingh Stadium",51,1,38,"All","All",51,134.210526315789
"Kolkata Knight Riders","Eoin Morgan","Shaheed Veer Narayan Singh International Stadium",10,1,9,"All","All",10,111.111111111111
"Kolkata Knight Riders","Eoin Morgan","Sharjah Cricket Stadium",110,5,78,"All","All",22,141.025641025641
"Kolkata Knight Riders","Eoin Morgan","Subrata Roy Sahara Stadium",15,1,15,"All","All",15,100
"Kolkata Knight Riders","Eoin Morgan","Wankhede Stadium",12,2,17,"All","All",6,70.5882352941177
"Kolkata Knight Riders","Eoin Morgan","Zayed Cricket Stadium",224,8,199,"All","All",28,112.562814070352
"Kolkata Knight Riders","Gautam Gambhir","Barabati Stadium",107,2,91,"All","All",53.5,117.582417582418
"Kolkata Knight Riders","Gautam Gambhir","Brabourne Stadium",1,1,3,"All","All",1,33.3333333333333
"Kolkata Knight Riders","Gautam Gambhir","Dr DY Patil Sports Academy",54,0,46,"All","All",Inf,117.391304347826
"Kolkata Knight Riders","Gautam Gambhir","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",4,1,8,"All","All",4,50
"Kolkata Knight Riders","Gautam Gambhir","Dubai International Cricket Stadium",0,1,4,"All","All",0,0
"Kolkata Knight Riders","Gautam Gambhir","Eden Gardens",1342,39,1061,"All","All",34.4102564102564,126.484448633365
"Kolkata Knight Riders","Gautam Gambhir","Feroz Shah Kotla",231,7,193,"All","All",33,119.689119170984
"Kolkata Knight Riders","Gautam Gambhir","Green Park",8,1,8,"All","All",8,100
"Kolkata Knight Riders","Gautam Gambhir","JSCA International Stadium Complex",32,3,38,"All","All",10.6666666666667,84.2105263157895
"Kolkata Knight Riders","Gautam Gambhir","M Chinnaswamy Stadium",260,8,198,"All","All",32.5,131.313131313131
"Kolkata Knight Riders","Gautam Gambhir","MA Chidambaram Stadium",80,5,67,"All","All",16,119.402985074627
"Kolkata Knight Riders","Gautam Gambhir","Maharashtra Cricket Association Stadium",84,3,70,"All","All",28,120
"Kolkata Knight Riders","Gautam Gambhir","Nehru Stadium",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Gautam Gambhir","Punjab Cricket Association IS Bindra Stadium",42,2,52,"All","All",21,80.7692307692308
"Kolkata Knight Riders","Gautam Gambhir","Punjab Cricket Association Stadium",126,1,83,"All","All",126,151.807228915663
"Kolkata Knight Riders","Gautam Gambhir","Rajiv Gandhi International Stadium",152,4,120,"All","All",38,126.666666666667
"Kolkata Knight Riders","Gautam Gambhir","Sardar Patel Stadium",54,1,34,"All","All",54,158.823529411765
"Kolkata Knight Riders","Gautam Gambhir","Saurashtra Cricket Association Stadium",76,0,48,"All","All",Inf,158.333333333333
"Kolkata Knight Riders","Gautam Gambhir","Sawai Mansingh Stadium",97,2,67,"All","All",48.5,144.776119402985
"Kolkata Knight Riders","Gautam Gambhir","Sharjah Cricket Stadium",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Gautam Gambhir","Sheikh Zayed Stadium",46,3,57,"All","All",15.3333333333333,80.7017543859649
"Kolkata Knight Riders","Gautam Gambhir","Subrata Roy Sahara Stadium",92,3,72,"All","All",30.6666666666667,127.777777777778
"Kolkata Knight Riders","Gautam Gambhir","Wankhede Stadium",147,6,120,"All","All",24.5,122.5
"Kolkata Knight Riders","Harbhajan Singh","MA Chidambaram Stadium",4,0,4,"All","All",Inf,100
"Kolkata Knight Riders","Harry Gurney","MA Chidambaram Stadium",1,0,5,"All","All",Inf,20
"Kolkata Knight Riders","Harshit Rana","Maharashtra Cricket Association Stadium",2,1,1,"All","All",2,200
"Kolkata Knight Riders","Harshit Rana","Wankhede Stadium",0,0,1,"All","All",NA,0
"Kolkata Knight Riders","Iqbal Abdulla","Eden Gardens",14,0,12,"All","All",Inf,116.666666666667
"Kolkata Knight Riders","Iqbal Abdulla","MA Chidambaram Stadium",3,0,4,"All","All",Inf,75
"Kolkata Knight Riders","Iqbal Abdulla","Rajiv Gandhi International Stadium",2,0,3,"All","All",Inf,66.6666666666667
"Kolkata Knight Riders","Iqbal Abdulla","Sawai Mansingh Stadium",1,0,2,"All","All",Inf,50
"Kolkata Knight Riders","Iqbal Abdulla","Wankhede Stadium",6,0,11,"All","All",Inf,54.5454545454545
"Kolkata Knight Riders","Ishank Jaggi","M Chinnaswamy Stadium",33,1,39,"All","All",33,84.6153846153846
"Kolkata Knight Riders","Ishant Sharma","Eden Gardens",8,0,17,"All","All",Inf,47.0588235294118
"Kolkata Knight Riders","Ishant Sharma","M Chinnaswamy Stadium",0,1,2,"All","All",0,0
"Kolkata Knight Riders","Ishant Sharma","MA Chidambaram Stadium",4,0,3,"All","All",Inf,133.333333333333
"Kolkata Knight Riders","Ishant Sharma","Newlands",10,2,10,"All","All",5,100
"Kolkata Knight Riders","Ishant Sharma","Sawai Mansingh Stadium",1,0,1,"All","All",Inf,100
"Kolkata Knight Riders","Ishant Sharma","St George's Park",6,0,3,"All","All",Inf,200
"Kolkata Knight Riders","Ishant Sharma","Wankhede Stadium",4,1,5,"All","All",4,80
"Kolkata Knight Riders","Jacques Kallis","Barabati Stadium",23,1,24,"All","All",23,95.8333333333333
"Kolkata Knight Riders","Jacques Kallis","Dubai International Cricket Stadium",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Jacques Kallis","Eden Gardens",512,17,462,"All","All",30.1176470588235,110.822510822511
"Kolkata Knight Riders","Jacques Kallis","Feroz Shah Kotla",51,2,44,"All","All",25.5,115.909090909091
"Kolkata Knight Riders","Jacques Kallis","JSCA International Stadium Complex",46,3,58,"All","All",15.3333333333333,79.3103448275862
"Kolkata Knight Riders","Jacques Kallis","M Chinnaswamy Stadium",55,3,56,"All","All",18.3333333333333,98.2142857142857
"Kolkata Knight Riders","Jacques Kallis","MA Chidambaram Stadium",168,4,142,"All","All",42,118.30985915493
"Kolkata Knight Riders","Jacques Kallis","Nehru Stadium",45,1,41,"All","All",45,109.756097560976
"Kolkata Knight Riders","Jacques Kallis","Punjab Cricket Association Stadium",31,1,29,"All","All",31,106.896551724138
"Kolkata Knight Riders","Jacques Kallis","Rajiv Gandhi International Stadium",54,2,60,"All","All",27,90
"Kolkata Knight Riders","Jacques Kallis","Sawai Mansingh Stadium",85,2,74,"All","All",42.5,114.864864864865
"Kolkata Knight Riders","Jacques Kallis","Shaheed Veer Narayan Singh International Stadium",12,1,15,"All","All",12,80
"Kolkata Knight Riders","Jacques Kallis","Sharjah Cricket Stadium",43,1,42,"All","All",43,102.380952380952
"Kolkata Knight Riders","Jacques Kallis","Sheikh Zayed Stadium",94,3,74,"All","All",31.3333333333333,127.027027027027
"Kolkata Knight Riders","Jacques Kallis","Subrata Roy Sahara Stadium",45,3,57,"All","All",15,78.9473684210526
"Kolkata Knight Riders","Jacques Kallis","Wankhede Stadium",31,3,34,"All","All",10.3333333333333,91.1764705882353
"Kolkata Knight Riders","Jason Holder","Eden Gardens",3,1,3,"All","All",3,100
"Kolkata Knight Riders","Jason Holder","Feroz Shah Kotla",6,2,8,"All","All",3,75
"Kolkata Knight Riders","Jason Holder","Green Park",13,1,8,"All","All",13,162.5
"Kolkata Knight Riders","Javon Searles","Eden Gardens",2,1,5,"All","All",2,40
"Kolkata Knight Riders","Javon Searles","Holkar Cricket Stadium",6,0,1,"All","All",Inf,600
"Kolkata Knight Riders","Joe Denly","Eden Gardens",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Johan Botha","Eden Gardens",31,3,15,"All","All",10.3333333333333,206.666666666667
"Kolkata Knight Riders","KC Cariappa","Rajiv Gandhi International Stadium",9,0,3,"All","All",Inf,300
"Kolkata Knight Riders","Kamlesh Nagarkoti","Dubai International Cricket Stadium",9,0,6,"All","All",Inf,150
"Kolkata Knight Riders","Kamlesh Nagarkoti","Sharjah Cricket Stadium",13,2,23,"All","All",6.5,56.5217391304348
"Kolkata Knight Riders","Kamlesh Nagarkoti","Wankhede Stadium",0,1,2,"All","All",0,0
"Kolkata Knight Riders","Kamlesh Nagarkoti","Zayed Cricket Stadium",0,1,2,"All","All",0,0
"Kolkata Knight Riders","Kuldeep Yadav","Eden Gardens",27,3,42,"All","All",9,64.2857142857143
"Kolkata Knight Riders","Kuldeep Yadav","Feroz Shah Kotla",17,0,11,"All","All",Inf,154.545454545455
"Kolkata Knight Riders","Kuldeep Yadav","MA Chidambaram Stadium",0,1,1,"All","All",0,0
"Kolkata Knight Riders","Kuldeep Yadav","Zayed Cricket Stadium",13,1,21,"All","All",13,61.9047619047619
"Kolkata Knight Riders","Lakshmipathy Balaji","Eden Gardens",10,0,8,"All","All",Inf,125
"Kolkata Knight Riders","Lakshmipathy Balaji","Feroz Shah Kotla",3,0,1,"All","All",Inf,300
"Kolkata Knight Riders","Lakshmipathy Balaji","Wankhede Stadium",0,1,3,"All","All",0,0
"Kolkata Knight Riders","Laxmi Shukla","Buffalo Park",6,1,7,"All","All",6,85.7142857142857
"Kolkata Knight Riders","Laxmi Shukla","Eden Gardens",153,9,113,"All","All",17,135.398230088496
"Kolkata Knight Riders","Laxmi Shukla","Kingsmead",50,1,49,"All","All",50,102.040816326531
"Kolkata Knight Riders","Laxmi Shukla","M Chinnaswamy Stadium",5,1,8,"All","All",5,62.5
"Kolkata Knight Riders","Laxmi Shukla","MA Chidambaram Stadium",76,4,59,"All","All",19,128.813559322034
"Kolkata Knight Riders","Laxmi Shukla","Newlands",21,2,19,"All","All",10.5,110.526315789474
"Kolkata Knight Riders","Laxmi Shukla","Punjab Cricket Association Stadium",7,1,10,"All","All",7,70
"Kolkata Knight Riders","Laxmi Shukla","Rajiv Gandhi International Stadium",14,0,3,"All","All",Inf,466.666666666667
"Kolkata Knight Riders","Laxmi Shukla","Sawai Mansingh Stadium",12,3,19,"All","All",4,63.1578947368421
"Kolkata Knight Riders","Laxmi Shukla","St George's Park",6,1,10,"All","All",6,60
"Kolkata Knight Riders","Laxmi Shukla","Subrata Roy Sahara Stadium",24,0,11,"All","All",Inf,218.181818181818
"Kolkata Knight Riders","Laxmi Shukla","Wankhede Stadium",0,1,4,"All","All",0,0
"Kolkata Knight Riders","Lockie Ferguson","Dubai International Cricket Stadium",18,0,11,"All","All",Inf,163.636363636364
"Kolkata Knight Riders","Lockie Ferguson","Sharjah Cricket Stadium",24,0,13,"All","All",Inf,184.615384615385
"Kolkata Knight Riders","Lockie Ferguson","Zayed Cricket Stadium",19,0,16,"All","All",Inf,118.75
"Kolkata Knight Riders","Mandeep Singh","Feroz Shah Kotla",0,1,4,"All","All",0,0
"Kolkata Knight Riders","Mandeep Singh","Punjab Cricket Association Stadium",4,1,7,"All","All",4,57.1428571428571
"Kolkata Knight Riders","Manish Pandey","Barabati Stadium",50,1,56,"All","All",50,89.2857142857143
"Kolkata Knight Riders","Manish Pandey","Brabourne Stadium",21,1,21,"All","All",21,100
"Kolkata Knight Riders","Manish Pandey","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",33,0,24,"All","All",Inf,137.5
"Kolkata Knight Riders","Manish Pandey","Dubai International Cricket Stadium",48,1,42,"All","All",48,114.285714285714
"Kolkata Knight Riders","Manish Pandey","Eden Gardens",562,19,451,"All","All",29.5789473684211,124.611973392461
"Kolkata Knight Riders","Manish Pandey","Feroz Shah Kotla",128,2,94,"All","All",64,136.170212765957
"Kolkata Knight Riders","Manish Pandey","Green Park",1,1,3,"All","All",1,33.3333333333333
"Kolkata Knight Riders","Manish Pandey","JSCA International Stadium Complex",1,1,2,"All","All",1,50
"Kolkata Knight Riders","Manish Pandey","M Chinnaswamy Stadium",106,2,65,"All","All",53,163.076923076923
"Kolkata Knight Riders","Manish Pandey","MA Chidambaram Stadium",15,1,20,"All","All",15,75
"Kolkata Knight Riders","Manish Pandey","Maharashtra Cricket Association Stadium",12,1,6,"All","All",12,200
"Kolkata Knight Riders","Manish Pandey","Punjab Cricket Association IS Bindra Stadium",30,2,34,"All","All",15,88.2352941176471
"Kolkata Knight Riders","Manish Pandey","Rajiv Gandhi International Stadium",85,2,72,"All","All",42.5,118.055555555556
"Kolkata Knight Riders","Manish Pandey","Sardar Patel Stadium",0,1,0,"All","All",0,NA
"Kolkata Knight Riders","Manish Pandey","Sharjah Cricket Stadium",5,1,3,"All","All",5,166.666666666667
"Kolkata Knight Riders","Manish Pandey","Sheikh Zayed Stadium",91,3,74,"All","All",30.3333333333333,122.972972972973
"Kolkata Knight Riders","Manish Pandey","Wankhede Stadium",82,1,48,"All","All",82,170.833333333333
"Kolkata Knight Riders","Manoj Tiwary","Barabati Stadium",30,0,28,"All","All",Inf,107.142857142857
