"Bowler","Season","Bowling_Team","Stadium","Runs","Wickets","Balls","Batting_Team","Striker","Average","Economy"
"Sanath Jayasuriya",2008,"Mumbai Indians","Dr DY Patil Sports Academy",50,0,30,"All","All",Inf,10
"Sanath Jayasuriya",2008,"Mumbai Indians","Eden Gardens",14,3,24,"All","All",4.66666666666667,3.5
"Sanath Jayasuriya",2008,"Mumbai Indians","Feroz Shah Kotla",35,0,24,"All","All",Inf,8.75
"Sanath Jayasuriya",2008,"Mumbai Indians","Rajiv Gandhi International Stadium",13,0,12,"All","All",Inf,6.5
"Sanath Jayasuriya",2008,"Mumbai Indians","Sawai Mansingh Stadium",8,0,12,"All","All",Inf,4
"Sanath Jayasuriya",2008,"Mumbai Indians","Wankhede Stadium",39,1,24,"All","All",39,9.75
"Sanath Jayasuriya",2009,"Mumbai Indians","Buffalo Park",13,0,6,"All","All",Inf,13
"Sanath Jayasuriya",2009,"Mumbai Indians","Kingsmead",37,4,30,"All","All",9.25,7.4
"Sanath Jayasuriya",2009,"Mumbai Indians","New Wanderers Stadium",20,0,12,"All","All",Inf,10
"Sanath Jayasuriya",2009,"Mumbai Indians","Newlands",34,2,24,"All","All",17,8.5
"Sanath Jayasuriya",2009,"Mumbai Indians","SuperSport Park",59,1,42,"All","All",59,8.42857142857143
"Sanath Jayasuriya",2010,"Mumbai Indians","Brabourne Stadium",35,0,18,"All","All",Inf,11.6666666666667
"Sanath Jayasuriya",2010,"Mumbai Indians","Feroz Shah Kotla",17,2,24,"All","All",8.5,4.25
"Sanath Jayasuriya",2010,"Mumbai Indians","Sawai Mansingh Stadium",16,0,12,"All","All",Inf,8
"Sandeep Lamichhane",2018,"Delhi Capitals","Feroz Shah Kotla",82,5,72,"All","All",16.4,6.83333333333333
"Sandeep Lamichhane",2019,"Delhi Capitals","Feroz Shah Kotla",137,5,90,"All","All",27.4,9.13333333333333
"Sandeep Lamichhane",2019,"Delhi Capitals","M Chinnaswamy Stadium",46,1,24,"All","All",46,11.5
"Sandeep Lamichhane",2019,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",27,2,24,"All","All",13.5,6.75
"Sandeep Sharma",2013,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",62,5,48,"All","All",12.4,7.75
"Sandeep Sharma",2013,"Punjab Kings","M Chinnaswamy Stadium",36,0,24,"All","All",Inf,9
"Sandeep Sharma",2013,"Punjab Kings","Punjab Cricket Association Stadium",21,3,24,"All","All",7,5.25
"Sandeep Sharma",2014,"Punjab Kings","Barabati Stadium",69,1,48,"All","All",69,8.625
"Sandeep Sharma",2014,"Punjab Kings","Dubai International Cricket Stadium",15,3,18,"All","All",5,5
"Sandeep Sharma",2014,"Punjab Kings","Feroz Shah Kotla",35,3,24,"All","All",11.6666666666667,8.75
"Sandeep Sharma",2014,"Punjab Kings","M Chinnaswamy Stadium",25,3,24,"All","All",8.33333333333333,6.25
"Sandeep Sharma",2014,"Punjab Kings","Punjab Cricket Association Stadium",37,0,18,"All","All",Inf,12.3333333333333
"Sandeep Sharma",2014,"Punjab Kings","Rajiv Gandhi International Stadium",65,1,24,"All","All",65,16.25
"Sandeep Sharma",2014,"Punjab Kings","Sharjah Cricket Stadium",26,1,24,"All","All",26,6.5
"Sandeep Sharma",2014,"Punjab Kings","Sheikh Zayed Stadium",21,3,24,"All","All",7,5.25
"Sandeep Sharma",2014,"Punjab Kings","Wankhede Stadium",61,3,37,"All","All",20.3333333333333,9.89189189189189
"Sandeep Sharma",2015,"Punjab Kings","Eden Gardens",35,0,24,"All","All",Inf,8.75
"Sandeep Sharma",2015,"Punjab Kings","Feroz Shah Kotla",10,0,18,"All","All",Inf,3.33333333333333
"Sandeep Sharma",2015,"Punjab Kings","M Chinnaswamy Stadium",41,2,24,"All","All",20.5,10.25
"Sandeep Sharma",2015,"Punjab Kings","MA Chidambaram Stadium",32,0,24,"All","All",Inf,8
"Sandeep Sharma",2015,"Punjab Kings","Maharashtra Cricket Association Stadium",74,6,72,"All","All",12.3333333333333,6.16666666666667
"Sandeep Sharma",2015,"Punjab Kings","Punjab Cricket Association Stadium",88,3,66,"All","All",29.3333333333333,8
"Sandeep Sharma",2015,"Punjab Kings","Rajiv Gandhi International Stadium",33,0,24,"All","All",Inf,8.25
"Sandeep Sharma",2015,"Punjab Kings","Sardar Patel Stadium",25,1,24,"All","All",25,6.25
"Sandeep Sharma",2015,"Punjab Kings","Wankhede Stadium",12,1,24,"All","All",12,3
"Sandeep Sharma",2016,"Punjab Kings","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",40,3,48,"All","All",13.3333333333333,5
"Sandeep Sharma",2016,"Punjab Kings","Eden Gardens",25,0,24,"All","All",Inf,6.25
"Sandeep Sharma",2016,"Punjab Kings","Feroz Shah Kotla",6,1,12,"All","All",6,3
"Sandeep Sharma",2016,"Punjab Kings","M Chinnaswamy Stadium",29,1,18,"All","All",29,9.66666666666667
"Sandeep Sharma",2016,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",205,8,150,"All","All",25.625,8.2
"Sandeep Sharma",2016,"Punjab Kings","Rajiv Gandhi International Stadium",30,1,24,"All","All",30,7.5
"Sandeep Sharma",2016,"Punjab Kings","Saurashtra Cricket Association Stadium",31,1,24,"All","All",31,7.75
"Sandeep Sharma",2017,"Punjab Kings","Eden Gardens",28,0,18,"All","All",Inf,9.33333333333333
"Sandeep Sharma",2017,"Punjab Kings","Feroz Shah Kotla",41,1,24,"All","All",41,10.25
"Sandeep Sharma",2017,"Punjab Kings","Holkar Cricket Stadium",98,3,66,"All","All",32.6666666666667,8.90909090909091
"Sandeep Sharma",2017,"Punjab Kings","M Chinnaswamy Stadium",22,3,24,"All","All",7.33333333333333,5.5
"Sandeep Sharma",2017,"Punjab Kings","Maharashtra Cricket Association Stadium",12,0,12,"All","All",Inf,6
"Sandeep Sharma",2017,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",80,6,72,"All","All",13.3333333333333,6.66666666666667
"Sandeep Sharma",2017,"Punjab Kings","Rajiv Gandhi International Stadium",35,1,24,"All","All",35,8.75
"Sandeep Sharma",2017,"Punjab Kings","Saurashtra Cricket Association Stadium",40,2,24,"All","All",20,10
"Sandeep Sharma",2017,"Punjab Kings","Wankhede Stadium",42,1,24,"All","All",42,10.5
"Sandeep Sharma",2018,"Sunrisers Hyderabad","Feroz Shah Kotla",24,0,24,"All","All",Inf,6
"Sandeep Sharma",2018,"Sunrisers Hyderabad","M Chinnaswamy Stadium",40,1,24,"All","All",40,10
"Sandeep Sharma",2018,"Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",36,1,24,"All","All",36,9
"Sandeep Sharma",2018,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",127,5,108,"All","All",25.4,7.05555555555556
"Sandeep Sharma",2018,"Sunrisers Hyderabad","Sawai Mansingh Stadium",15,1,24,"All","All",15,3.75
"Sandeep Sharma",2018,"Sunrisers Hyderabad","Wankhede Stadium",91,4,60,"All","All",22.75,9.1
"Sandeep Sharma",2019,"Sunrisers Hyderabad","Eden Gardens",42,1,24,"All","All",42,10.5
"Sandeep Sharma",2019,"Sunrisers Hyderabad","Feroz Shah Kotla",25,1,24,"All","All",25,6.25
"Sandeep Sharma",2019,"Sunrisers Hyderabad","MA Chidambaram Stadium",54,1,23,"All","All",54,14.0869565217391
"Sandeep Sharma",2019,"Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",21,2,24,"All","All",10.5,5.25
"Sandeep Sharma",2019,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",210,7,161,"All","All",30,7.82608695652174
"Sandeep Sharma",2020,"Sunrisers Hyderabad","Dubai International Cricket Stadium",201,6,168,"All","All",33.5,7.17857142857143
"Sandeep Sharma",2020,"Sunrisers Hyderabad","Sharjah Cricket Stadium",95,7,72,"All","All",13.5714285714286,7.91666666666667
"Sandeep Sharma",2020,"Sunrisers Hyderabad","Sheikh Zayed Stadium",51,1,48,"All","All",51,6.375
"Sandeep Sharma",2020,"Sunrisers Hyderabad","Zayed Cricket Stadium",27,0,24,"All","All",Inf,6.75
"Sandeep Sharma",2021,"Sunrisers Hyderabad","Arun Jaitley Stadium",74,1,45,"All","All",74,9.86666666666667
"Sandeep Sharma",2021,"Sunrisers Hyderabad","Dubai International Cricket Stadium",56,1,36,"All","All",56,9.33333333333333
"Sandeep Sharma",2021,"Sunrisers Hyderabad","MA Chidambaram Stadium",35,0,18,"All","All",Inf,11.6666666666667
"Sandeep Sharma",2021,"Sunrisers Hyderabad","Sharjah Cricket Stadium",38,1,42,"All","All",38,5.42857142857143
"Sandeep Sharma",2022,"Punjab Kings","Dr DY Patil Sports Academy",54,0,48,"All","All",Inf,6.75
"Sandeep Sharma",2022,"Punjab Kings","Maharashtra Cricket Association Stadium",18,1,24,"All","All",18,4.5
"Sandeep Sharma",2022,"Punjab Kings","Wankhede Stadium",81,1,48,"All","All",81,10.125
"Sandeep Warrier",2019,"Kolkata Knight Riders","Eden Gardens",29,0,24,"All","All",Inf,7.25
"Sandeep Warrier",2019,"Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",31,2,24,"All","All",15.5,7.75
"Sandeep Warrier",2019,"Kolkata Knight Riders","Wankhede Stadium",25,0,24,"All","All",Inf,6.25
"Sandeep Warrier",2020,"Kolkata Knight Riders","Zayed Cricket Stadium",34,0,18,"All","All",Inf,11.3333333333333
"Sandeep Warrier",2021,"Kolkata Knight Riders","Sharjah Cricket Stadium",15,0,12,"All","All",Inf,7.5
"Sanjay Bangar",2008,"Deccan Chargers","Dr DY Patil Sports Academy",34,2,24,"All","All",17,8.5
"Sanjay Bangar",2008,"Deccan Chargers","Eden Gardens",19,0,18,"All","All",Inf,6.33333333333333
"Sanjay Bangar",2008,"Deccan Chargers","M Chinnaswamy Stadium",14,0,6,"All","All",Inf,14
"Sanjay Bangar",2008,"Deccan Chargers","MA Chidambaram Stadium",36,1,24,"All","All",36,9
"Sanjay Bangar",2008,"Deccan Chargers","Rajiv Gandhi International Stadium",96,1,66,"All","All",96,8.72727272727273
"Sanjay Bangar",2008,"Deccan Chargers","Sawai Mansingh Stadium",20,0,12,"All","All",Inf,10
"Sanjay Yadav",2022,"Mumbai Indians","Wankhede Stadium",23,0,12,"All","All",Inf,11.5
"Sarabjit Ladda",2010,"Delhi Capitals","Barabati Stadium",20,1,12,"All","All",20,10
"Sarabjit Ladda",2010,"Delhi Capitals","Brabourne Stadium",14,0,6,"All","All",Inf,14
"Sarabjit Ladda",2010,"Delhi Capitals","Feroz Shah Kotla",81,3,48,"All","All",27,10.125
"Sarabjit Ladda",2010,"Delhi Capitals","Sardar Patel Stadium",28,0,24,"All","All",Inf,7
"Sarabjit Ladda",2011,"Kolkata Knight Riders","MA Chidambaram Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Sarabjit Ladda",2011,"Kolkata Knight Riders","Nehru Stadium",13,0,6,"All","All",Inf,13
"Sarabjit Ladda",2013,"Kolkata Knight Riders","Eden Gardens",18,1,12,"All","All",18,9
"Sarabjit Ladda",2016,"Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",21,0,12,"All","All",Inf,10.5
"Sarfaraz Khan",2019,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",6,0,2,"All","All",Inf,18
"Scott Boland",2016,"Rising Pune Supergiants","Feroz Shah Kotla",31,2,24,"All","All",15.5,7.75
"Scott Boland",2016,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",23,0,18,"All","All",Inf,7.66666666666667
"Scott Kuggeleijn",2019,"Chennai Super Kings","MA Chidambaram Stadium",71,2,48,"All","All",35.5,8.875
"Scott Styris",2008,"Deccan Chargers","Eden Gardens",19,0,24,"All","All",Inf,4.75
"Scott Styris",2008,"Deccan Chargers","Feroz Shah Kotla",33,0,24,"All","All",Inf,8.25
"Scott Styris",2008,"Deccan Chargers","M Chinnaswamy Stadium",29,1,24,"All","All",29,7.25
"Scott Styris",2008,"Deccan Chargers","MA Chidambaram Stadium",24,1,18,"All","All",24,8
"Scott Styris",2008,"Deccan Chargers","Punjab Cricket Association Stadium",36,1,24,"All","All",36,9
"Scott Styris",2008,"Deccan Chargers","Rajiv Gandhi International Stadium",44,0,36,"All","All",Inf,7.33333333333333
"Scott Styris",2008,"Deccan Chargers","Sawai Mansingh Stadium",14,0,12,"All","All",Inf,7
"Scott Styris",2009,"Deccan Chargers","Newlands",64,5,48,"All","All",12.8,8
"Scott Styris",2011,"Chennai Super Kings","Punjab Cricket Association Stadium",13,0,6,"All","All",Inf,13
"Sean Abbott",2015,"Royal Challengers Bangalore","Eden Gardens",36,0,18,"All","All",Inf,12
"Sean Abbott",2015,"Royal Challengers Bangalore","M Chinnaswamy Stadium",21,0,12,"All","All",Inf,10.5
"Sean Abbott",2022,"Sunrisers Hyderabad","Brabourne Stadium",47,1,24,"All","All",47,11.75
"Shadab Jakati",2009,"Chennai Super Kings","Buffalo Park",22,4,24,"All","All",5.5,5.5
"Shadab Jakati",2009,"Chennai Super Kings","De Beers Diamond Oval",35,2,24,"All","All",17.5,8.75
"Shadab Jakati",2009,"Chennai Super Kings","Kingsmead",25,0,24,"All","All",Inf,6.25
"Shadab Jakati",2009,"Chennai Super Kings","New Wanderers Stadium",53,5,48,"All","All",10.6,6.625
"Shadab Jakati",2009,"Chennai Super Kings","St George's Park",26,0,18,"All","All",Inf,8.66666666666667
"Shadab Jakati",2009,"Chennai Super Kings","SuperSport Park",56,2,36,"All","All",28,9.33333333333333
"Shadab Jakati",2010,"Chennai Super Kings","Brabourne Stadium",30,1,24,"All","All",30,7.5
"Shadab Jakati",2010,"Chennai Super Kings","Dr DY Patil Sports Academy",70,4,42,"All","All",17.5,10
"Shadab Jakati",2010,"Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",14,0,6,"All","All",Inf,14
"Shadab Jakati",2010,"Chennai Super Kings","MA Chidambaram Stadium",118,5,108,"All","All",23.6,6.55555555555556
"Shadab Jakati",2010,"Chennai Super Kings","Sardar Patel Stadium",30,2,24,"All","All",15,7.5
"Shadab Jakati",2010,"Chennai Super Kings","Vidarbha Cricket Association Stadium",29,1,24,"All","All",29,7.25
"Shadab Jakati",2011,"Chennai Super Kings","Dr DY Patil Sports Academy",15,0,12,"All","All",Inf,7.5
"Shadab Jakati",2011,"Chennai Super Kings","Eden Gardens",14,0,12,"All","All",Inf,7
"Shadab Jakati",2011,"Chennai Super Kings","MA Chidambaram Stadium",182,9,162,"All","All",20.2222222222222,6.74074074074074
"Shadab Jakati",2011,"Chennai Super Kings","Nehru Stadium",30,0,18,"All","All",Inf,10
"Shadab Jakati",2011,"Chennai Super Kings","Punjab Cricket Association Stadium",28,0,13,"All","All",Inf,12.9230769230769
"Shadab Jakati",2011,"Chennai Super Kings","Sawai Mansingh Stadium",30,0,24,"All","All",Inf,7.5
"Shadab Jakati",2011,"Chennai Super Kings","Wankhede Stadium",37,1,24,"All","All",37,9.25
"Shadab Jakati",2012,"Chennai Super Kings","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",14,2,12,"All","All",7,7
"Shadab Jakati",2012,"Chennai Super Kings","Eden Gardens",26,2,24,"All","All",13,6.5
"Shadab Jakati",2012,"Chennai Super Kings","Feroz Shah Kotla",23,0,18,"All","All",Inf,7.66666666666667
"Shadab Jakati",2012,"Chennai Super Kings","M Chinnaswamy Stadium",25,1,24,"All","All",25,6.25
"Shadab Jakati",2012,"Chennai Super Kings","MA Chidambaram Stadium",221,4,150,"All","All",55.25,8.84
"Shadab Jakati",2012,"Chennai Super Kings","Wankhede Stadium",27,0,18,"All","All",Inf,9
"Shadab Jakati",2014,"Royal Challengers Bangalore","M Chinnaswamy Stadium",41,0,22,"All","All",Inf,11.1818181818182
"Shadab Jakati",2016,"Gujarat Lions","Green Park",52,1,42,"All","All",52,7.42857142857143
"Shadab Jakati",2016,"Gujarat Lions","M Chinnaswamy Stadium",45,0,18,"All","All",Inf,15
"Shadab Jakati",2016,"Gujarat Lions","Saurashtra Cricket Association Stadium",68,0,42,"All","All",Inf,9.71428571428572
"Shadab Jakati",2016,"Gujarat Lions","Wankhede Stadium",13,1,18,"All","All",13,4.33333333333333
"Shadab Jakati",2017,"Gujarat Lions","Saurashtra Cricket Association Stadium",52,0,30,"All","All",Inf,10.4
"Shahbaz Ahmed",2020,"Royal Challengers Bangalore","Dubai International Cricket Stadium",18,0,12,"All","All",Inf,9
"Shahbaz Ahmed",2020,"Royal Challengers Bangalore","Zayed Cricket Stadium",26,2,24,"All","All",13,6.5
"Shahbaz Ahmed",2021,"Royal Challengers Bangalore","Dubai International Cricket Stadium",10,2,12,"All","All",5,5
"Shahbaz Ahmed",2021,"Royal Challengers Bangalore","MA Chidambaram Stadium",21,3,18,"All","All",7,7
"Shahbaz Ahmed",2021,"Royal Challengers Bangalore","Narendra Modi Stadium",11,1,12,"All","All",11,5.5
"Shahbaz Ahmed",2021,"Royal Challengers Bangalore","Sharjah Cricket Stadium",29,1,18,"All","All",29,9.66666666666667
"Shahbaz Ahmed",2021,"Royal Challengers Bangalore","Zayed Cricket Stadium",21,0,24,"All","All",Inf,5.25
"Shahbaz Ahmed",2022,"Royal Challengers Bangalore","Brabourne Stadium",66,3,42,"All","All",22,9.42857142857143
"Shahbaz Ahmed",2022,"Royal Challengers Bangalore","Dr DY Patil Sports Academy",65,0,48,"All","All",Inf,8.125
"Shahbaz Ahmed",2022,"Royal Challengers Bangalore","Eden Gardens",35,0,24,"All","All",Inf,8.75
"Shahbaz Ahmed",2022,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",81,1,48,"All","All",81,10.125
"Shahbaz Ahmed",2022,"Royal Challengers Bangalore","Narendra Modi Stadium",35,0,12,"All","All",Inf,17.5
"Shahbaz Ahmed",2022,"Royal Challengers Bangalore","Wankhede Stadium",54,0,36,"All","All",Inf,9
"Shahbaz Nadeem",2011,"Delhi Capitals","Dr DY Patil Sports Academy",39,2,24,"All","All",19.5,9.75
"Shahbaz Nadeem",2011,"Delhi Capitals","Feroz Shah Kotla",24,1,18,"All","All",24,8
"Shahbaz Nadeem",2011,"Delhi Capitals","MA Chidambaram Stadium",26,0,24,"All","All",Inf,6.5
"Shahbaz Nadeem",2011,"Delhi Capitals","Sawai Mansingh Stadium",25,0,24,"All","All",Inf,6.25
"Shahbaz Nadeem",2011,"Delhi Capitals","Wankhede Stadium",28,1,24,"All","All",28,7
"Shahbaz Nadeem",2012,"Delhi Capitals","Eden Gardens",16,0,12,"All","All",Inf,8
"Shahbaz Nadeem",2012,"Delhi Capitals","Feroz Shah Kotla",166,5,138,"All","All",33.2,7.21739130434783
"Shahbaz Nadeem",2012,"Delhi Capitals","M Chinnaswamy Stadium",26,1,24,"All","All",26,6.5
"Shahbaz Nadeem",2012,"Delhi Capitals","Rajiv Gandhi International Stadium",39,0,24,"All","All",Inf,9.75
"Shahbaz Nadeem",2012,"Delhi Capitals","Sawai Mansingh Stadium",33,0,24,"All","All",Inf,8.25
"Shahbaz Nadeem",2012,"Delhi Capitals","Subrata Roy Sahara Stadium",22,0,24,"All","All",Inf,5.5
"Shahbaz Nadeem",2012,"Delhi Capitals","Wankhede Stadium",16,2,24,"All","All",8,4
"Shahbaz Nadeem",2013,"Delhi Capitals","Eden Gardens",22,2,24,"All","All",11,5.5
"Shahbaz Nadeem",2013,"Delhi Capitals","Feroz Shah Kotla",104,4,114,"All","All",26,5.47368421052632
"Shahbaz Nadeem",2013,"Delhi Capitals","M Chinnaswamy Stadium",26,1,24,"All","All",26,6.5
"Shahbaz Nadeem",2013,"Delhi Capitals","Rajiv Gandhi International Stadium",7,0,12,"All","All",Inf,3.5
"Shahbaz Nadeem",2013,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",53,1,48,"All","All",53,6.625
"Shahbaz Nadeem",2013,"Delhi Capitals","Subrata Roy Sahara Stadium",21,1,24,"All","All",21,5.25
"Shahbaz Nadeem",2013,"Delhi Capitals","Wankhede Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Shahbaz Nadeem",2014,"Delhi Capitals","Dubai International Cricket Stadium",53,2,42,"All","All",26.5,7.57142857142857
"Shahbaz Nadeem",2014,"Delhi Capitals","Feroz Shah Kotla",91,1,68,"All","All",91,8.02941176470588
"Shahbaz Nadeem",2014,"Delhi Capitals","Punjab Cricket Association Stadium",24,0,12,"All","All",Inf,12
"Shahbaz Nadeem",2014,"Delhi Capitals","Sardar Patel Stadium",35,2,24,"All","All",17.5,8.75
"Shahbaz Nadeem",2014,"Delhi Capitals","Sharjah Cricket Stadium",51,1,40,"All","All",51,7.65
"Shahbaz Nadeem",2014,"Delhi Capitals","Sheikh Zayed Stadium",29,1,18,"All","All",29,9.66666666666667
"Shahbaz Nadeem",2014,"Delhi Capitals","Wankhede Stadium",28,1,24,"All","All",28,7
"Shahbaz Nadeem",2015,"Delhi Capitals","Feroz Shah Kotla",25,0,18,"All","All",Inf,8.33333333333333
"Shahbaz Nadeem",2015,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",18,0,24,"All","All",Inf,4.5
"Shahbaz Nadeem",2016,"Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",42,0,24,"All","All",Inf,10.5
"Shahbaz Nadeem",2016,"Delhi Capitals","Feroz Shah Kotla",32,0,24,"All","All",Inf,8
"Shahbaz Nadeem",2016,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",30,0,24,"All","All",Inf,7.5
"Shahbaz Nadeem",2016,"Delhi Capitals","Saurashtra Cricket Association Stadium",23,2,18,"All","All",11.5,7.66666666666667
"Shahbaz Nadeem",2017,"Delhi Capitals","Feroz Shah Kotla",74,4,54,"All","All",18.5,8.22222222222222
"Shahbaz Nadeem",2017,"Delhi Capitals","M Chinnaswamy Stadium",13,1,24,"All","All",13,3.25
"Shahbaz Nadeem",2017,"Delhi Capitals","Maharashtra Cricket Association Stadium",23,1,24,"All","All",23,5.75
"Shahbaz Nadeem",2017,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",9,0,5,"All","All",Inf,10.8
"Shahbaz Nadeem",2018,"Delhi Capitals","Eden Gardens",43,1,24,"All","All",43,10.75
"Shahbaz Nadeem",2018,"Delhi Capitals","Feroz Shah Kotla",35,0,18,"All","All",Inf,11.6666666666667
"Shahbaz Nadeem",2018,"Delhi Capitals","M Chinnaswamy Stadium",27,0,12,"All","All",Inf,13.5
"Shahbaz Nadeem",2018,"Delhi Capitals","Sawai Mansingh Stadium",34,2,24,"All","All",17,8.5
"Shahbaz Nadeem",2018,"Delhi Capitals","Wankhede Stadium",22,0,12,"All","All",Inf,11
"Shahbaz Nadeem",2019,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",90,2,54,"All","All",45,10
"Shahbaz Nadeem",2020,"Sunrisers Hyderabad","Dubai International Cricket Stadium",46,1,36,"All","All",46,7.66666666666667
"Shahbaz Nadeem",2020,"Sunrisers Hyderabad","Sharjah Cricket Stadium",54,3,48,"All","All",18,6.75
"Shahbaz Nadeem",2020,"Sunrisers Hyderabad","Sheikh Zayed Stadium",78,1,48,"All","All",78,9.75
"Shahbaz Nadeem",2021,"Sunrisers Hyderabad","MA Chidambaram Stadium",36,1,24,"All","All",36,9
"Shahid Afridi",2008,"Deccan Chargers","Dr DY Patil Sports Academy",32,2,24,"All","All",16,8
