"Bowling_Team","Bowler","Stadium","Runs","Wickets","Balls","Season","Batting_Team","Average","Economy"
"Sunrisers Hyderabad","Carlos Brathwaite","Eden Gardens",15,2,12,"All","All",7.5,7.5
"Sunrisers Hyderabad","Carlos Brathwaite","Rajiv Gandhi International Stadium",21,2,16,"All","All",10.5,7.875
"Sunrisers Hyderabad","Carlos Brathwaite","Wankhede Stadium",58,1,33,"All","All",58,10.5454545454545
"Sunrisers Hyderabad","Chris Jordan","M Chinnaswamy Stadium",9,1,6,"All","All",9,9
"Sunrisers Hyderabad","Chris Jordan","Punjab Cricket Association IS Bindra Stadium",31,0,24,"All","All",Inf,7.75
"Sunrisers Hyderabad","Dale Steyn","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",51,1,42,"All","All",51,7.28571428571428
"Sunrisers Hyderabad","Dale Steyn","Dubai International Cricket Stadium",53,4,48,"All","All",13.25,6.625
"Sunrisers Hyderabad","Dale Steyn","Eden Gardens",109,0,72,"All","All",Inf,9.08333333333333
"Sunrisers Hyderabad","Dale Steyn","Feroz Shah Kotla",54,5,72,"All","All",10.8,4.5
"Sunrisers Hyderabad","Dale Steyn","JSCA International Stadium Complex",43,0,24,"All","All",Inf,10.75
"Sunrisers Hyderabad","Dale Steyn","M Chinnaswamy Stadium",55,0,48,"All","All",Inf,6.875
"Sunrisers Hyderabad","Dale Steyn","MA Chidambaram Stadium",45,1,24,"All","All",45,11.25
"Sunrisers Hyderabad","Dale Steyn","Punjab Cricket Association Stadium",20,2,24,"All","All",10,5
"Sunrisers Hyderabad","Dale Steyn","Rajiv Gandhi International Stadium",339,12,311,"All","All",28.25,6.54019292604502
"Sunrisers Hyderabad","Dale Steyn","Sardar Patel Stadium",31,2,24,"All","All",15.5,7.75
"Sunrisers Hyderabad","Dale Steyn","Sawai Mansingh Stadium",15,1,24,"All","All",15,3.75
"Sunrisers Hyderabad","Dale Steyn","Sharjah Cricket Stadium",46,0,48,"All","All",Inf,5.75
"Sunrisers Hyderabad","Dale Steyn","Sheikh Zayed Stadium",29,2,24,"All","All",14.5,7.25
"Sunrisers Hyderabad","Dale Steyn","Subrata Roy Sahara Stadium",34,1,24,"All","All",34,8.5
"Sunrisers Hyderabad","Dale Steyn","Wankhede Stadium",61,2,48,"All","All",30.5,7.625
"Sunrisers Hyderabad","Daren Sammy","Dubai International Cricket Stadium",54,2,30,"All","All",27,10.8
"Sunrisers Hyderabad","Daren Sammy","Feroz Shah Kotla",27,2,20,"All","All",13.5,8.1
"Sunrisers Hyderabad","Daren Sammy","JSCA International Stadium Complex",11,0,6,"All","All",Inf,11
"Sunrisers Hyderabad","Daren Sammy","M Chinnaswamy Stadium",25,0,12,"All","All",Inf,12.5
"Sunrisers Hyderabad","Daren Sammy","MA Chidambaram Stadium",31,0,18,"All","All",Inf,10.3333333333333
"Sunrisers Hyderabad","Daren Sammy","Punjab Cricket Association Stadium",22,4,24,"All","All",5.5,5.5
"Sunrisers Hyderabad","Daren Sammy","Rajiv Gandhi International Stadium",82,2,54,"All","All",41,9.11111111111111
"Sunrisers Hyderabad","Daren Sammy","Sawai Mansingh Stadium",17,0,18,"All","All",Inf,5.66666666666667
"Sunrisers Hyderabad","Daren Sammy","Sharjah Cricket Stadium",22,1,12,"All","All",22,11
"Sunrisers Hyderabad","Daren Sammy","Sheikh Zayed Stadium",19,0,12,"All","All",Inf,9.5
"Sunrisers Hyderabad","Daren Sammy","Wankhede Stadium",15,0,12,"All","All",Inf,7.5
"Sunrisers Hyderabad","David Warner","Dubai International Cricket Stadium",2,0,1,"All","All",Inf,12
"Sunrisers Hyderabad","Deepak Hooda","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",13,1,6,"All","All",13,13
"Sunrisers Hyderabad","Deepak Hooda","Eden Gardens",16,2,12,"All","All",8,8
"Sunrisers Hyderabad","Deepak Hooda","Feroz Shah Kotla",8,0,6,"All","All",Inf,8
"Sunrisers Hyderabad","Deepak Hooda","Punjab Cricket Association IS Bindra Stadium",33,0,18,"All","All",Inf,11
"Sunrisers Hyderabad","Deepak Hooda","Rajiv Gandhi International Stadium",58,1,48,"All","All",58,7.25
"Sunrisers Hyderabad","Deepak Hooda","Saurashtra Cricket Association Stadium",22,1,18,"All","All",22,7.33333333333333
"Sunrisers Hyderabad","Deepak Hooda","Shaheed Veer Narayan Singh International Stadium",16,0,12,"All","All",Inf,8
"Sunrisers Hyderabad","Deepak Hooda","Wankhede Stadium",18,1,12,"All","All",18,9
"Sunrisers Hyderabad","Fazalhaq Farooqi","Wankhede Stadium",110,2,72,"All","All",55,9.16666666666667
"Sunrisers Hyderabad","Hanuma Vihari","Eden Gardens",14,0,6,"All","All",Inf,14
"Sunrisers Hyderabad","Hanuma Vihari","M Chinnaswamy Stadium",12,0,6,"All","All",Inf,12
"Sunrisers Hyderabad","Hanuma Vihari","Punjab Cricket Association Stadium",5,0,12,"All","All",Inf,2.5
"Sunrisers Hyderabad","Hanuma Vihari","Rajiv Gandhi International Stadium",7,1,12,"All","All",7,3.5
"Sunrisers Hyderabad","Irfan Pathan","Dubai International Cricket Stadium",10,2,12,"All","All",5,5
"Sunrisers Hyderabad","Irfan Pathan","Feroz Shah Kotla",18,0,18,"All","All",Inf,6
"Sunrisers Hyderabad","Irfan Pathan","JSCA International Stadium Complex",34,0,18,"All","All",Inf,11.3333333333333
"Sunrisers Hyderabad","Irfan Pathan","M Chinnaswamy Stadium",25,0,17,"All","All",Inf,8.82352941176471
"Sunrisers Hyderabad","Irfan Pathan","Rajiv Gandhi International Stadium",82,1,54,"All","All",82,9.11111111111111
"Sunrisers Hyderabad","Irfan Pathan","Sardar Patel Stadium",8,1,11,"All","All",8,4.36363636363636
"Sunrisers Hyderabad","Irfan Pathan","Sharjah Cricket Stadium",28,0,12,"All","All",Inf,14
"Sunrisers Hyderabad","Ishant Sharma","Brabourne Stadium",25,1,18,"All","All",25,8.33333333333333
"Sunrisers Hyderabad","Ishant Sharma","Eden Gardens",33,0,24,"All","All",Inf,8.25
"Sunrisers Hyderabad","Ishant Sharma","Feroz Shah Kotla",66,3,42,"All","All",22,9.42857142857143
"Sunrisers Hyderabad","Ishant Sharma","M Chinnaswamy Stadium",65,1,40,"All","All",65,9.75
"Sunrisers Hyderabad","Ishant Sharma","MA Chidambaram Stadium",80,1,42,"All","All",80,11.4285714285714
"Sunrisers Hyderabad","Ishant Sharma","Punjab Cricket Association Stadium",22,0,18,"All","All",Inf,7.33333333333333
"Sunrisers Hyderabad","Ishant Sharma","Rajiv Gandhi International Stadium",241,8,186,"All","All",30.125,7.7741935483871
"Sunrisers Hyderabad","Ishant Sharma","Sawai Mansingh Stadium",35,0,18,"All","All",Inf,11.6666666666667
"Sunrisers Hyderabad","Ishant Sharma","Shaheed Veer Narayan Singh International Stadium",39,0,24,"All","All",Inf,9.75
"Sunrisers Hyderabad","Ishant Sharma","Sharjah Cricket Stadium",37,2,24,"All","All",18.5,9.25
"Sunrisers Hyderabad","Ishant Sharma","Sheikh Zayed Stadium",29,1,24,"All","All",29,7.25
"Sunrisers Hyderabad","Ishant Sharma","Subrata Roy Sahara Stadium",22,1,24,"All","All",22,5.5
"Sunrisers Hyderabad","Ishant Sharma","Wankhede Stadium",32,1,24,"All","All",32,8
"Sunrisers Hyderabad","Jagadeesha Suchith","Arun Jaitley Stadium",45,0,18,"All","All",Inf,15
"Sunrisers Hyderabad","Jagadeesha Suchith","Brabourne Stadium",44,3,36,"All","All",14.6666666666667,7.33333333333333
"Sunrisers Hyderabad","Jagadeesha Suchith","Dr DY Patil Sports Academy",28,1,24,"All","All",28,7
"Sunrisers Hyderabad","Jagadeesha Suchith","MA Chidambaram Stadium",21,0,24,"All","All",Inf,5.25
"Sunrisers Hyderabad","Jagadeesha Suchith","Wankhede Stadium",68,3,48,"All","All",22.6666666666667,8.5
"Sunrisers Hyderabad","Jason Holder","Dubai International Cricket Stadium",198,8,143,"All","All",24.75,8.30769230769231
"Sunrisers Hyderabad","Jason Holder","Eden Gardens",35,1,18,"All","All",35,11.6666666666667
"Sunrisers Hyderabad","Jason Holder","MA Chidambaram Stadium",30,3,24,"All","All",10,7.5
"Sunrisers Hyderabad","Jason Holder","Sharjah Cricket Stadium",98,10,96,"All","All",9.8,6.125
"Sunrisers Hyderabad","Jason Holder","Sheikh Zayed Stadium",75,4,48,"All","All",18.75,9.375
"Sunrisers Hyderabad","Jason Holder","Zayed Cricket Stadium",79,5,48,"All","All",15.8,9.875
"Sunrisers Hyderabad","Kane Williamson","Eden Gardens",7,0,6,"All","All",Inf,7
"Sunrisers Hyderabad","Kane Williamson","Sharjah Cricket Stadium",24,0,12,"All","All",Inf,12
"Sunrisers Hyderabad","Karn Sharma","Brabourne Stadium",28,1,18,"All","All",28,9.33333333333333
"Sunrisers Hyderabad","Karn Sharma","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",49,1,36,"All","All",49,8.16666666666667
"Sunrisers Hyderabad","Karn Sharma","Dubai International Cricket Stadium",56,1,48,"All","All",56,7
"Sunrisers Hyderabad","Karn Sharma","Eden Gardens",119,7,78,"All","All",17,9.15384615384615
"Sunrisers Hyderabad","Karn Sharma","Feroz Shah Kotla",53,1,30,"All","All",53,10.6
"Sunrisers Hyderabad","Karn Sharma","JSCA International Stadium Complex",19,2,24,"All","All",9.5,4.75
"Sunrisers Hyderabad","Karn Sharma","M Chinnaswamy Stadium",94,4,72,"All","All",23.5,7.83333333333333
"Sunrisers Hyderabad","Karn Sharma","MA Chidambaram Stadium",59,0,48,"All","All",Inf,7.375
"Sunrisers Hyderabad","Karn Sharma","Punjab Cricket Association IS Bindra Stadium",26,0,24,"All","All",Inf,6.5
"Sunrisers Hyderabad","Karn Sharma","Punjab Cricket Association Stadium",28,1,30,"All","All",28,5.6
"Sunrisers Hyderabad","Karn Sharma","Rajiv Gandhi International Stadium",352,10,251,"All","All",35.2,8.41434262948207
"Sunrisers Hyderabad","Karn Sharma","Sardar Patel Stadium",20,1,24,"All","All",20,5
"Sunrisers Hyderabad","Karn Sharma","Sawai Mansingh Stadium",24,0,11,"All","All",Inf,13.0909090909091
"Sunrisers Hyderabad","Karn Sharma","Shaheed Veer Narayan Singh International Stadium",37,2,36,"All","All",18.5,6.16666666666667
"Sunrisers Hyderabad","Karn Sharma","Sharjah Cricket Stadium",72,1,48,"All","All",72,9
"Sunrisers Hyderabad","Karn Sharma","Sheikh Zayed Stadium",8,0,12,"All","All",Inf,4
"Sunrisers Hyderabad","Karn Sharma","Subrata Roy Sahara Stadium",13,1,18,"All","All",13,4.33333333333333
"Sunrisers Hyderabad","Karn Sharma","Wankhede Stadium",52,3,42,"All","All",17.3333333333333,7.42857142857143
"Sunrisers Hyderabad","Kartik Tyagi","Brabourne Stadium",37,0,24,"All","All",Inf,9.25
"Sunrisers Hyderabad","Kartik Tyagi","Wankhede Stadium",42,1,24,"All","All",42,10.5
"Sunrisers Hyderabad","Khaleel Ahmed","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",24,3,17,"All","All",8,8.47058823529412
"Sunrisers Hyderabad","Khaleel Ahmed","Arun Jaitley Stadium",77,0,48,"All","All",Inf,9.625
"Sunrisers Hyderabad","Khaleel Ahmed","Dubai International Cricket Stadium",204,7,136,"All","All",29.1428571428571,9
"Sunrisers Hyderabad","Khaleel Ahmed","Eden Gardens",38,0,18,"All","All",Inf,12.6666666666667
"Sunrisers Hyderabad","Khaleel Ahmed","M Chinnaswamy Stadium",37,3,24,"All","All",12.3333333333333,9.25
"Sunrisers Hyderabad","Khaleel Ahmed","MA Chidambaram Stadium",113,4,96,"All","All",28.25,7.0625
"Sunrisers Hyderabad","Khaleel Ahmed","Rajiv Gandhi International Stadium",125,10,96,"All","All",12.5,7.8125
"Sunrisers Hyderabad","Khaleel Ahmed","Sawai Mansingh Stadium",33,1,24,"All","All",33,8.25
"Sunrisers Hyderabad","Khaleel Ahmed","Sharjah Cricket Stadium",22,0,18,"All","All",Inf,7.33333333333333
"Sunrisers Hyderabad","Khaleel Ahmed","Wankhede Stadium",42,3,24,"All","All",14,10.5
"Sunrisers Hyderabad","Khaleel Ahmed","Zayed Cricket Stadium",71,2,42,"All","All",35.5,10.1428571428571
"Sunrisers Hyderabad","Marco Jansen","Brabourne Stadium",51,4,48,"All","All",12.75,6.375
"Sunrisers Hyderabad","Marco Jansen","Dr DY Patil Sports Academy",92,2,72,"All","All",46,7.66666666666667
"Sunrisers Hyderabad","Marco Jansen","Maharashtra Cricket Association Stadium",68,1,48,"All","All",68,8.5
"Sunrisers Hyderabad","Marco Jansen","Wankhede Stadium",63,0,24,"All","All",Inf,15.75
"Sunrisers Hyderabad","Mitchell Marsh","Dubai International Cricket Stadium",6,0,4,"All","All",Inf,9
"Sunrisers Hyderabad","Mohammad Nabi","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",29,0,24,"All","All",Inf,7.25
"Sunrisers Hyderabad","Mohammad Nabi","Arun Jaitley Stadium",21,0,6,"All","All",Inf,21
"Sunrisers Hyderabad","Mohammad Nabi","Feroz Shah Kotla",21,2,24,"All","All",10.5,5.25
"Sunrisers Hyderabad","Mohammad Nabi","Green Park",17,0,18,"All","All",Inf,5.66666666666667
"Sunrisers Hyderabad","Mohammad Nabi","M Chinnaswamy Stadium",26,0,14,"All","All",Inf,11.1428571428571
"Sunrisers Hyderabad","Mohammad Nabi","MA Chidambaram Stadium",32,2,24,"All","All",16,8
"Sunrisers Hyderabad","Mohammad Nabi","Punjab Cricket Association IS Bindra Stadium",42,0,23,"All","All",Inf,10.9565217391304
"Sunrisers Hyderabad","Mohammad Nabi","Rajiv Gandhi International Stadium",117,7,126,"All","All",16.7142857142857,5.57142857142857
"Sunrisers Hyderabad","Mohammad Nabi","Wankhede Stadium",47,2,42,"All","All",23.5,6.71428571428571
"Sunrisers Hyderabad","Mohammad Nabi","Zayed Cricket Stadium",56,0,42,"All","All",Inf,8
"Sunrisers Hyderabad","Mohammed Siraj","Feroz Shah Kotla",41,2,24,"All","All",20.5,10.25
"Sunrisers Hyderabad","Mohammed Siraj","Green Park",32,4,24,"All","All",8,8
"Sunrisers Hyderabad","Mohammed Siraj","Maharashtra Cricket Association Stadium",42,0,24,"All","All",Inf,10.5
"Sunrisers Hyderabad","Mohammed Siraj","Rajiv Gandhi International Stadium",97,4,66,"All","All",24.25,8.81818181818182
"Sunrisers Hyderabad","Moises Henriques","Brabourne Stadium",29,1,18,"All","All",29,9.66666666666667
"Sunrisers Hyderabad","Moises Henriques","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",47,3,48,"All","All",15.6666666666667,5.875
"Sunrisers Hyderabad","Moises Henriques","Eden Gardens",60,1,42,"All","All",60,8.57142857142857
"Sunrisers Hyderabad","Moises Henriques","Feroz Shah Kotla",106,4,67,"All","All",26.5,9.49253731343284
"Sunrisers Hyderabad","Moises Henriques","Green Park",12,0,6,"All","All",Inf,12
"Sunrisers Hyderabad","Moises Henriques","M Chinnaswamy Stadium",81,0,42,"All","All",Inf,11.5714285714286
"Sunrisers Hyderabad","Moises Henriques","Maharashtra Cricket Association Stadium",4,0,6,"All","All",Inf,4
"Sunrisers Hyderabad","Moises Henriques","Punjab Cricket Association IS Bindra Stadium",68,1,36,"All","All",68,11.3333333333333
"Sunrisers Hyderabad","Moises Henriques","Punjab Cricket Association Stadium",30,1,24,"All","All",30,7.5
"Sunrisers Hyderabad","Moises Henriques","Rajiv Gandhi International Stadium",420,16,323,"All","All",26.25,7.80185758513932
"Sunrisers Hyderabad","Moises Henriques","Sardar Patel Stadium",11,1,12,"All","All",11,5.5
"Sunrisers Hyderabad","Moises Henriques","Saurashtra Cricket Association Stadium",17,0,18,"All","All",Inf,5.66666666666667
"Sunrisers Hyderabad","Moises Henriques","Shaheed Veer Narayan Singh International Stadium",32,0,24,"All","All",Inf,8
"Sunrisers Hyderabad","Mujeeb Ur Rahman","MA Chidambaram Stadium",29,2,24,"All","All",14.5,7.25
"Sunrisers Hyderabad","Mustafizur Rahman","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",42,3,42,"All","All",14,6
"Sunrisers Hyderabad","Mustafizur Rahman","Eden Gardens",32,1,24,"All","All",32,8
"Sunrisers Hyderabad","Mustafizur Rahman","Feroz Shah Kotla",28,0,24,"All","All",Inf,7
"Sunrisers Hyderabad","Mustafizur Rahman","M Chinnaswamy Stadium",63,3,48,"All","All",21,7.875
"Sunrisers Hyderabad","Mustafizur Rahman","Punjab Cricket Association IS Bindra Stadium",32,1,24,"All","All",32,8
"Sunrisers Hyderabad","Mustafizur Rahman","Rajiv Gandhi International Stadium",181,7,156,"All","All",25.8571428571429,6.96153846153846
"Sunrisers Hyderabad","Mustafizur Rahman","Saurashtra Cricket Association Stadium",19,1,24,"All","All",19,4.75
"Sunrisers Hyderabad","Mustafizur Rahman","Shaheed Veer Narayan Singh International Stadium",24,1,24,"All","All",24,6
"Sunrisers Hyderabad","Mustafizur Rahman","Wankhede Stadium",34,0,16,"All","All",Inf,12.75
"Sunrisers Hyderabad","Parvez Rasool","Eden Gardens",22,0,6,"All","All",Inf,22
"Sunrisers Hyderabad","Parvez Rasool","JSCA International Stadium Complex",35,0,24,"All","All",Inf,8.75
"Sunrisers Hyderabad","Parvez Rasool","MA Chidambaram Stadium",11,0,6,"All","All",Inf,11
"Sunrisers Hyderabad","Parvez Rasool","Rajiv Gandhi International Stadium",26,1,24,"All","All",26,6.5
"Sunrisers Hyderabad","Parvez Rasool","Shaheed Veer Narayan Singh International Stadium",20,1,24,"All","All",20,5
"Sunrisers Hyderabad","Praveen Kumar","Brabourne Stadium",40,0,24,"All","All",Inf,10
"Sunrisers Hyderabad","Praveen Kumar","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",86,2,60,"All","All",43,8.6
"Sunrisers Hyderabad","Praveen Kumar","Eden Gardens",10,0,6,"All","All",Inf,10
"Sunrisers Hyderabad","Praveen Kumar","M Chinnaswamy Stadium",34,1,24,"All","All",34,8.5
"Sunrisers Hyderabad","Praveen Kumar","Punjab Cricket Association Stadium",34,1,24,"All","All",34,8.5
"Sunrisers Hyderabad","Praveen Kumar","Rajiv Gandhi International Stadium",56,1,42,"All","All",56,8
"Sunrisers Hyderabad","Praveen Kumar","Shaheed Veer Narayan Singh International Stadium",34,0,12,"All","All",Inf,17
"Sunrisers Hyderabad","Praveen Kumar","Wankhede Stadium",35,2,24,"All","All",17.5,8.75
"Sunrisers Hyderabad","Rashid Khan","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",15,2,24,"All","All",7.5,3.75
"Sunrisers Hyderabad","Rashid Khan","Arun Jaitley Stadium",60,4,48,"All","All",15,7.5
"Sunrisers Hyderabad","Rashid Khan","Dubai International Cricket Stadium",231,14,264,"All","All",16.5,5.25
"Sunrisers Hyderabad","Rashid Khan","Eden Gardens",105,5,96,"All","All",21,6.5625
"Sunrisers Hyderabad","Rashid Khan","Feroz Shah Kotla",77,1,72,"All","All",77,6.41666666666667
"Sunrisers Hyderabad","Rashid Khan","Green Park",34,3,24,"All","All",11.3333333333333,8.5
"Sunrisers Hyderabad","Rashid Khan","M Chinnaswamy Stadium",82,4,60,"All","All",20.5,8.2
"Sunrisers Hyderabad","Rashid Khan","MA Chidambaram Stadium",156,7,144,"All","All",22.2857142857143,6.5
"Sunrisers Hyderabad","Rashid Khan","Maharashtra Cricket Association Stadium",42,1,48,"All","All",42,5.25
"Sunrisers Hyderabad","Rashid Khan","Punjab Cricket Association IS Bindra Stadium",91,3,72,"All","All",30.3333333333333,7.58333333333333
"Sunrisers Hyderabad","Rashid Khan","Rajiv Gandhi International Stadium",556,28,504,"All","All",19.8571428571429,6.61904761904762
"Sunrisers Hyderabad","Rashid Khan","Sawai Mansingh Stadium",61,2,48,"All","All",30.5,7.625
"Sunrisers Hyderabad","Rashid Khan","Sharjah Cricket Stadium",122,5,120,"All","All",24.4,6.1
"Sunrisers Hyderabad","Rashid Khan","Sheikh Zayed Stadium",48,1,48,"All","All",48,6
"Sunrisers Hyderabad","Rashid Khan","Wankhede Stadium",86,5,120,"All","All",17.2,4.3
"Sunrisers Hyderabad","Rashid Khan","Zayed Cricket Stadium",146,8,120,"All","All",18.25,7.3
"Sunrisers Hyderabad","Ravi Bopara","Brabourne Stadium",22,1,18,"All","All",22,7.33333333333333
"Sunrisers Hyderabad","Ravi Bopara","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",63,3,54,"All","All",21,7
"Sunrisers Hyderabad","Ravi Bopara","M Chinnaswamy Stadium",31,2,18,"All","All",15.5,10.3333333333333
"Sunrisers Hyderabad","Ravi Bopara","MA Chidambaram Stadium",29,0,24,"All","All",Inf,7.25
"Sunrisers Hyderabad","Ravi Bopara","Shaheed Veer Narayan Singh International Stadium",15,0,6,"All","All",Inf,15
"Sunrisers Hyderabad","Romario Shepherd","Dr DY Patil Sports Academy",42,2,24,"All","All",21,10.5
"Sunrisers Hyderabad","Romario Shepherd","Maharashtra Cricket Association Stadium",33,1,24,"All","All",33,8.25
"Sunrisers Hyderabad","Romario Shepherd","Wankhede Stadium",23,0,6,"All","All",Inf,23
"Sunrisers Hyderabad","Sandeep Sharma","Arun Jaitley Stadium",74,1,45,"All","All",74,9.86666666666667
"Sunrisers Hyderabad","Sandeep Sharma","Dubai International Cricket Stadium",257,7,204,"All","All",36.7142857142857,7.55882352941176
"Sunrisers Hyderabad","Sandeep Sharma","Eden Gardens",42,1,24,"All","All",42,10.5
